a0_address,b0_price,c0_unit_price,d0_unitPercent,e0_income,f0_remuneration,g0_multiplier,h0_agreement_term,i0_agreement_remaining,j0_agreement_age,k0_total_unit,l0_rePerUnit,m0_owner_occupy,n0_letting,o0_iPerRent,p0_look_ups,q0_outside_agents,r0_manager_bed,s0_manager_bathroom,t0_manager_car,u0_office,v0_office_hour,w0_agency,x0_agent,y0_complex_fetures,z0_url,z1_title,z2_description,z3_unit_feature,z4_pets,z5_last_update,z6_property_id
"Moorooka,",$965K+,435000,0,106195,72562,5.0,"25 years,","22 years,","0 years,",39,1860.56,22,14,2402.36,0,3,3,2, 3,1," ,
                        ", Joy Realty,"Serena Ruan,Serena Ruan"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Moorooka-QLD-3860815,"Moorooka Management Rights
              ","Highly Supportive Body Corporate Committee ,Attractive Body Corporate Salary $72,562.00 p.a.,Net Income $ 106,195.00 p.a.,Accommodation module twenty-two years remain,Healthy top-up history,Light workload,Convenience location - Moorooka,Pet Subject to Body Corporate Approval,No Required Office Hours,This Management Rights Business operates as a permanent letting within the Accommodation module of the BCCM legislation. It consists of thirty-nine three bedroom, two bathroom, townhouses and villas. The caretaking and letting agreement is for twenty-five years of which twenty-two years remain. The owner has a good relationship with the highly supportive Body Corporate Committee and Body Corporate Manager. ,This gated townhouse complex is situated seven kilometres south of the Brisbane CBD and ten minutes drive from Sunnybank. It is close to major shopping centres, schools, parks, the Rocklea and Moorooka train stations, the Ipswich Motorway and Beaudesert Road. Local dining options include Chinese, Italian, African, and seafood plus numerous cafs and takeaways. The Brisbane River, Brisbane Golf Club, the State Tennis Centre (where the Brisbane International tournament is held), Toohey Forest Conservation Park and the Rocklea Markets (for fresh vegetables, flowers and gourmet food) are all close by.,The manager's residence is a spacious, light-filled, comfortable three bedroom, two bathroom villa. It has air conditioning in living area and fans in bedrooms. The covered entertainment area is a focal point of the residence, where you can enjoy time with family or host a warm party.,With this combination of excellent net income, attractive body corporate salary, supportive Body Corporate Committee, paid pool maintenance, comfortable villa with large covered entertainment area and light work load, this management rights business presents an outstanding business and lifestyle opportunity. "," 
                       ","Yes,", 5 days ago., 3860815
"Macgregor,",1250000,560000,0.45,132440,59098,5.2,"25 years,","25 years,","0 years,",,0,0,,0,0,0,3,2, 2,1," None,
                        ", Next International Realty Pty Ltd,"David Jiang,David Jiang"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Macgregor-QLD-3841635,"Location! Location! Location!
              ","Prime Location,- Conveniently located in a highly sought after position, close to everything, shops, schools, transportation,- Very popular to renter,- Take a short trip to Garden City, Sunnybank Shopping Centres Griffith University, QEII Hospital,- City Express bus stop to CBD, QUT and UQ just in the front door,- Ride to Brisbane CBD in 8 minutes thru M3 on doorstop,- Within good schools' catchment, MacGregor State School, Upper Mount Gravatt State School, St. Bernard's School,Easy Caretaking Work,- Low workload caretaking work, no pool, no BBQ, small garden, easy job for one person,On Top 25 Years Agreement,- 25 Years agreement does give your peace of mind,Great Remuneration,- $59,098 annually with CPI + 0.25% adjustment every Nov,No Office Hours,- Separate spacious on title office, as your another study, no office hours,If you want to buy a solid management right business, it ticks all your boxes, please book your inspection immediately. "," 
                       ","No,", 5 months ago., 3841635
"Daisy Hill,",1040000,420000,0.4,117500,76000,5.3,"25 years,","20 years,","0 years,",,0,0,32,0,0,0,3,2, 2,1," No set of office hours,
                        ", Shine Realty,"Celine Tseng,Celine Tseng"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/DaisyHill-QLD-3865513,"LOW MAINTENANCE AND EASY TO RUN!
              ","This quiet complex is well located in the southern suburbs of Brisbane. It is conveniently positioned within a short distance of shopping centres, bus stops and major schools. Within a minutes' drive of the Logan Hyperdome. The manager's unit features a generous 3 bedrooms, 2 bathrooms and 2 car-parks, facilitating flexible day-to-day living. Very minimal outside work and care-taking required- the neatly manicured complex is easy to run. The business attracts an income perfectly sized for one. Call today for more information or book your inspection, and you wont be disappointed by the laid back and low-maintenance lifestyle this complex has to offer. "," 
                       ","Yes,", 3 weeks ago., 3865513
"Wynnum,",950000,475000,0.5,100000,66000,4.8,"25 years,","22 years,","19 years,",42,1571.43,21,20,1700.0,0,1,3,2, 1,1," No Set Hours,
                        ", Property Bridge,"Bobo Qi,Bobo Qi"," Gated Townhouse Complex, Pool, BBQ, Parklands adjoining waterfront and walkways
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Wynnum-QLD-3864717,"PRICED TO SELL
              ","Great starter business for industry beginners or retirees looking to top up their income.,Residents live in a safe and secure gated community.,Current owners have transformed the grounds to low maintenance.,Large renovated Managers Unit comprising of large office and private rear yard.,No set office hours and great Body Corporate Committee.,The purchase of this business should offer the new owners an enviable lifestyle. "," Renovated townhouse, large private back yard, spacious office, 3 Bedroom
                       ","Yes,", 1 week ago., 3864717
"UPPER MOUNT GRAVATT,",1717016,530000,0.31,215821,67160,5.5,"25 years,","25 years,","9 years,",58,1157.93,15,42,3539.55,0,1,3,2, 2,1," ,
                        ", Joy Realty,"Robert Lin,Robert Lin"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/UPPERMOUNTGRAVATT-qld-3795510,"This business has all characters you look for
              ","Net Income: $215,821 (actual),Remuneration: $ 67,160   GST (subject to CPI),Letting Pool: 42,Manager Unit Value: $530,000 ,Manager Unit Bedroom:  3 bedroom plus 1 study room,- Great location, walking distance to Westfield Garden City Shopping Centre, restaurants and transport etc. ,- Close to schools, apartment is in Macgregor state high school catchment area ,- Minimum caretaker duty and very easily run business, all hard work has been done ,- 25 years Long agreement ,- Modern three bedroom plus study room, two bathroom manager residence with two car park.,- Business run by experienced manage, zero outside agent in the letting pool to prove the quality of the business,Contact person:  Robert Lin  "," 
                       ","No,", 5 days ago., 3795510
"Brisbane City,",1235000,499000,0.4,138799,66824,5.3,"25 years,","20 years,","0 years,",,0,0,,0,0,0,2,1, 1,1," None,
                        ", Next International Realty Pty Ltd,"David Jiang,David Jiang"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/BrisbaneCity-QLD-3867021,"Quality Building and Easy Permanent Management Rights in Brisbane
              ","- Perfectly Located in Brisbane City,Step out of the foyer and you are in the hub of cosmopolitan Brisbane. Only minutes away from the financial end of town, the CBD, the restaurants, nightclubs and casino. Woolworths Shopping Centre is at your doorstep. This is inner city Brisbane at its best!,Cafes and dining only moments away,Easy access to the citys financial, cultural, entertainment and shopping centres,A few minutes walk to Queen street, the popular Eagle Street Pier and the known landmark the Story Bridge,A number of Brisbanes top schools in the area,Close to the buzzing Fortitude Valley and Chinatown,- Well-presented complex in strong rental area and very popular for renters,The building was built more than 10 years ago, but presents only a few years old. The timeless design of the building and units a like, set the complex apart from the rest in Brisbane.  ,The complex boasts a pool, gym and sauna, all overlooking the beautiful Brisbane skyline and Brisbane River.  Levels of parking allow for at least one car park per unit, another rarity for complexes in the area.,- Very well run complex, all procedures documented ,- Body Corporate very fantastic and supportive to work with,- Great Manager Salary,Manager remuneration $66,824 with annual adjustment of CPI every August,- CLEAN Income Page ,Very small income from Repairs&Maintenance and cleaning Great income upsides potentials!,In a building like this, there is certainly room to grown the current income through repairs and maintenance income and retailing of services such as internet and Foxtel to name a few.,- Long Agreement,Still 20 years left on agreement, 5 years top up was done in 2017,- Modern and Fantastic Manager Residence,With a touch of elegance&style, stunning and beautifully appointed two beds, one bath,- Spacious separate office on ground floor, no set office hours,This is a rare opportunity to purchase such a beautiful and easy permanent management right! "," 
                       ","No,", 2 months ago., 3867021
"Morningside,",970000,580000,0.6,98127,63718,4.0,"25 years,","22 years,","17 years,",40,1592.95,17,18,1911.61,0,5,3,3, 2,1," ,
                        ", Raine & Horne Onsite Rights,"Mark Fluhart,Mark Fluhart"," Mixture of 3 different floor plans, recreation area, guest parking and street parking whilst in a neat, quiet suburb and great community to live in. Well-appointed just minutes from the CBD and an easy stroll to university, hospitals and buses, this is the ideal inner city lifestyle for tenants and owners alike.  Standard unit features include: 3bed, 2 bath, double lock up garage, large kitchen and living areas, small courtyard at rear of all properties.
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Morningside-QLD-3862494,"MANAGEMENT RIGHTS - MORNINGSIDE
              ","The complex has a quaint inner city lifestyle, close to sporting complexes and shops, making it ideal for anyone with different needs. Mixture of 3 different floor plans, recreation area, guest parking and street parking whilst in a neat, quiet suburb and great community to live in. Well-appointed just minutes from the CBD and an easy stroll to university, hospitals and buses, this is the ideal inner city lifestyle for tenants and owners alike.,The modern kitchen is equipped with stainless steel appliances, dishwasher, ample bench & cupboard space. The well-appointed kitchen adjoins the living areas and overlooks your private courtyard which is suited for entertaining.,The unit is ideal for a night of entertainment with your guests, before retiring to the secluded upstairs master bedroom. Guests will have the chance,to continue the stay with a good nights rest in the 3rd bedroom which is self-contained with its own private bathroom.,Standard unit features include: 3bed, 2 bath, double lock up garage, large kitchen and living areas, small courtyard at rear of all properties.,The Body Corporate daily duties are quite reasonable with 16 hours per week to maintain, which allows for flexibility. "," Freshly painted managerâs unit with lots of room for an entire family or the extra space for your guests. A warm greeting awaits with spacious open plan living and cathedral high ceilings which allow for a natural light filled residence. The modern kitchen is equipped with stainless steel appliances, dishwasher, ample bench  cupboard space. The well-appointed kitchen adjoins the living areas and overlooks your private courtyard which is suitedfor entertaining.Extra features include:Ceiling fans, ducted Air Conditioning, Dual vanity basins in ensuite, Freshly painted with natural tones, Functional floor plan, Two storey residence offering privacy.
                       ","Yes,", 2 months ago., 3862494
"Kelvin Grove,",2230000,580000,0.26,300000,118000,,"25 years,","23 years,","2 years,",118,1000.0,27,76,2394.74,0,15,2,2, 0,0," nil,
                        ", Raas Group,"Robert Collins,Robert Collins"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/KelvinGrove-QLD-3861097,"LARGE BEAUTIFUL PERMANENT COMPLEX - KELVIN GROVE
              ","The developer has an expectation of offers from $2,230,000,Please contact Exclusive Agent Robert Collins on or ,Please contact Exclusive Agent Robert Collins on or  "," The managers unit is a 2 bed 2 bath unit that is large with a huge court yard. There is 3 car parks on title 21 storage units that can be let out. Income from storage units not included.
                       ","Yes,", 2 months ago., 3861097
"McDowall,",680000,470000,0.69,63107,50380,3.3,"25 years,","0 years,","0 years,",,0,0,8,0,0,0,3,2, 2,0," ,
                        ", Shine Realty,"Celine Tseng,Celine Tseng"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/McDowall-QLD-3862262,"Easy to maintenance, stable business with secured income!
              ","This is a quiet and beautifully-maintained Complex. It's located in the heart of Mcdowall. Walking distance to McDowall State School, with Northside Christian College only minutes away. All other amenities are at your fingertips. Its just 9 km from the CBD. This complex is very easy to maintenance, stable business with secured income. It still has potential for growth. Call our hotline today for more information or book your inspection. "," 
                       ","No,", 5 months ago., 3862262
"Runcorn,",Expressions of Interest,380000,0,74000,44182,4.9,"25 years,","21 years,","0 years,",34,1299.47,18,12,2484.83,0,4,3,2, 1,0," No set hours,
                        ", Onsite Sales,"David Dai,David Dai"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Runcorn-QLD-3874157,"Perfect Location In Southern Suburb
              ","-Close to all transports and amenities.A short 10mins walk to Runcorn Tavern,Chinese,Korean,Malaysian restaurants and shops, Fish&Chips, Medical Centre, Pharmacy, Foodworks. Runcorn train station is only just around the corner. ,-It still has potential for growth and easy to run by one person combine both income and leisure lifestyle with the comfortable manager unit. "," 
                       ","No,", 4 days ago., 3874157
"Nundah,",335000,0,0.0,64000,61000,5.2,"25 years,","21 years,","3 years,",,0,0,,0,0,0,0,0, 0,0," No set of office hours,
                        ", Shine Realty,"Celine Tseng,Celine Tseng"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Nundah-QLD-3878492,"Business only! Caretaker business!
              ","Business only! Caretaker business! This beautiful nearly brand new apartment complex is perfectly located in the heart of Nundah. Close to shopping centre, DFO, buses, trains station and airport. No managers unit need to purchase. It has long agreement of 21 years remaining. The caretaker salary was solid support the net income. This is great opportunity for great return for the investment, just call in today for more information or book your inspection. "," 
                       ","Yes,", 2 months ago., 3878492
"Kuraby,",1025000,360000,0.35,133260,53904,5.0,"25 years,","22 years,","0 years,",44,1225.09,8,34,2334.0,0,2,3,2, 1,1," ,
                        ", Shine Realty,"Celine Tseng,Celine Tseng"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Kuraby-QLD-3858239,"Good location! It has potential to increase the letting business.
              ","This beautiful, nice and quiet complex positioned in heart of Kuraby and located in a top rental area. Surround by good transportation, school, shopping centre and park. Managers unit is a three bedrooms townhouse with open plan kitchen/dining area opening out to a private paved courtyard, If the manager lives off-site and rents it out, can fetch a rental price of $375/week ($19500 per year) as off the balance sheet income. Its potential to increase the letting business. Ring today to book your inspection and you wont disappointed. Just call in today at for more information. "," 
                       ","No,", 3 months ago., 3858239
"Hillcrest,",1199000,435000,0.36,155280,73130,4.9,"25 years,","24 years,","2011 years,",60,1218.83,3,52,1579.81,0,5,3,2, 2,1," 0,
                        ", Raine & Horne Onsite Rights,"Mark Fluhart,Mark Fluhart"," The complex has minimal facilities, including a Gym, Pool and BBQ area. Youâll find the caretaking duties easy to manage on a weekly basis, with established low maintenance gardens. Your time is fairly evenly divided between the caretaking duties and office administration.The location of the complex is great for both tenants and managers alike, with a bus stop and all major facilities within a short distance, including Grand Plaza Shopping Centre approx 3 kilometres away with Coles, Woolworths, Big W, Target and Cinemas.
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Hillcrest-QLD-3854867,"Hillcrest Managements Rights Business
              ","This three bedroom freestanding townhouse is all about privacy. The entrance to this town home is very private being located past your on-title office and double garage which as internal access to unit. The unit has its own street access within the complex. The unit features a large open plan living and lounge area overlooking your private courtyard.,The 60 unit complex has minimal facilities, including a Gym, Pool and BBQ area. Youll find the caretaking duties easy to manage on a weekly basis, with established low maintenance gardens. Your time is fairly evenly divided between the caretaking duties and office administration. The location of the complex is great for both tenants and managers alike, with a bus stop and all major facilities within a short distance, including Grand Plaza Shopping Centre approx 3 kilometres away with Coles, Woolworths, Big W, Target and Cinemas. "," This three bedroom freestanding townhouse is all about privacy.The entrance to this town home is very private being located past your on-title office and double garage which as internal access to unit. The unit has its own street access within the complex. The unit features a large open plan living and lounge area overlooking your private courtyard.The modern kitchen is built for the entertainer with stainless appliances and a large island bench perfect for entertaining your guests. After an evening of entertaining your guests or family, you can retreat upstairs to your king sized master bedroom. Your family or guests have the choice of two other queen sized rooms with a full sized bathroom to cater for their needs.
                       ","Yes,", 1 week ago., 3854867
"westlake,",658000,450000,0.68,69639,53411,3.0,"10 years,","9 years,","0 years,",,0,0,5,0,0,0,3,1, 3,0," ,
                        ", Joy Realty,"Robert Lin,Robert Lin"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/westlake-QLD-3784643,"Westlake Management Rights
              ","EASY CARE COMPLEX,- Centenary suburb complex with homeowners & tenants.,- Spacious single level managers villa 3 bedrooms, 2 bathrooms. ,- Close to schools & universities, Mt Ommaney Shopping Center. ,- No need for a car, bus stop at door. ,- Manager's villa $450,000, business $208,000,- Opportunity to purchase a lifestyle business with residence at low cost.,Call for details or to arrange an inspection. "," 
                       ","No,", 5 days ago., 3784643
"Capalaba,",1589900,449900,0.28,260000,95000,4.4,"25 years,","24 years,","0 years,",95,1000.0,1,94,1755.32,0,0,3,2, 1,0," As per agreements,
                        ", Management Rights Sales,"Tony Johnson,Tony Johnson"," Swimming pool, BBQ, Security parking, CCTV, Rooftop recreation area, Gym, Storage, Cable TV
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Capalaba-QLD-3855418,"BRAND NEW COMPLEX | MANAGEMENT RIGHTS SALES - ID 8776
              ","Management Rights Business For Sale,Construction Due For Completion Early 2018,- These are the first 2 stages of a planned 5 stage project,- Stage 1 is a medium rise building, stage 3 is 3 bedroom townhouses,- Three bedroom managers residence with two bathrooms and European appliances,- NBN connected,- Rooftop recreation areas,- Separate exclusive use office at front door of building,- Great location opposite shopping centre,- Pets permitted with Body Corporate approval,Fantastic opportunity to purchase a brand new m,anagement rights in a centrally located position opposite a shopping centre.,Be Quick!,Net Profit: $260,000,(Projection only  potential purchasers are advised to seek professional financial advice regarding projections and estimates on profitability),Asking Price: $1,589,900,(Inclusive of managers real estate),For further information or to arrange an inspection of this Brisbane management rights business opportunity contact:,Tony Johnson or Gerard Dixon,Capalaba is the gateway to the Redland Shire and has always played an important role as the link between Brisbane and Cleveland. "," Brand new managers apartment, European appliances
                       ","Yes,", 2 months ago., 3855418
"CALAMVALE,","918,000",419000,0,106000,106000,4.7,"25 years,","22 years,","0 years,",,0,0,14,0,0,0,3,2, 6,1," No,
                        ", SIRE Management Rights,"Richard Skiba and Jessica Dong,Richard Skiba and Jessica Dong"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/CALAMVALE-qld-3871446,"Perfect size to enter into the management rights
              ","Be the first one to see this wonderfully management rights in the ever popular Brisbane southern suburb. If you want to live in a spacious family home, this is an opportunity not be missed!,The business offers a nice income increasing annually, less work-load compare to most of the complexes in the suburb along with a stand alone Managers residence.,Lock-up garage and office on title.,Close to schools.,Easy care complex and friendly, supportive body corporate.,Huge family home.,Strong tenant demand.,Easy access to main thoroughfares and motorway.,Walking distance to regular bus service.,Accountant verified net income.,Please contact SIRE Management Rights Exclusive Agent on now for an inspection. Additional information can be obtained by emailing ,This one will go quickly. Call or email us NOW!,The images are for reference only and may not depict the actual property. "," 
                       ","No,", 4 months ago., 3871446
"Kangaroo Point,",1595000,0,0.0,301000,103245,5.3,"25 years,","23 years,","2 years,",101,1022.23,6,81,2441.42,0,10,0,0, 0,0," None,
                        ",,"Adrian,Adrian"," NEAR NEW COMPLEXES FOR SALE. ALL DEFECT - FREE, ALL FULLY TENANTED AND ALL POSITIONED WITHIN EASILY ACCESSIBLE INNER CITY LOCATIONS!
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/KangarooPoint-QLD-3863993,"Blue Chip Complexes!
              ",," 
                       ","No,", 6 days ago., 3863993
"Eight Mile Plains,","1,155,000",0,0,160000,85000,7.2,"25 years,","0 years,","0 years,",,0,0,53,0,0,0,4,2, 2,1," None,
                        ", SIRE Management Rights,"Richard Skiba and Jessica Dong,Richard Skiba and Jessica Dong"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/EightMilePlains-qld-3871444,"Best Location, First Class Business
              ","Key Features:,ManagerResidence:,Lovely appointed Managers Unit with 4 bedrooms and 2.5 bathrooms,Spacious office on title,Features:,- Submerge yourself in all the fun and activitiesEight Mile Plainshas to offer,- Most popular suburb in Australia,- Excellent Body Corporate salary (guaranteed income) increase every year,- Letting poolhas room to grow with more units coming into the letting pool,- Fantastic (Awesome)location,- Unique location and facilities highly sought after by tenants,- Just have a look at the high demand, established infrastructure surrounding your doorstep,- This is an absolute gem of a permanent letting businessand will be sold to The genuine buyer,All written offers will be presented to the vendor.,The vendor has had a good time with this business and you will have a good time with this business.,Inspection and more info contact The SIRE Team Now!,For more exclusive listings go to http://www.siremanagementrights.com.au/ "," 
                       ","No,", 4 months ago., 3871444
"RUNCORN,",488500,395000,0.81,42562,19104,2.2,"25 years,","0 years,","0 years,",18,1061.33,5,12,1954.83,0,0,3,0, 0,1," ,
                        ", Raas Group,"Peter Sagner,Peter Sagner"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/RUNCORN-QLD-3872830,"At Home With An Income!
              ","Its time to review the attributes of this home that comes with an on title office and an income.  Remember no one else is authorised to run a business from this site.  Only the owner of lot 18 can run a business from this address.,This home comes with the benefit of an income derived from the Care-taking and letting roles performed in the Management Rights Industry.  This income net of expenses is $42 562.  At $395,000 this new home is the best value you will find and Sunnybank with all its attributes is just next door.  ,The role is satisfied by performing the supervision and maintenance of common areas within the complex and a Saturday afternoon mow of the grass.  As the complex is new the maintenance functions are negligible.  The key to fulfilling this role is to be contactable by mobile telephone during office hours.  ,Contact exclusive listing broker Peter Sagner for the details : ; e-mail , "," 
                       ",",", 5 months ago., 3872830
"Greater Brisbane Region,",100000,0,0.0,25000,25000,4.0,"25 years,","23 years,","2 years,",25,0,0,,0,0,0,0,0, 0,0," 0,
                        ", Joy Realty,"Robert Lin,Robert Lin"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Milton-QLD-3872730,"Caretaking Business only
              ","This caretaking only business located in Milton, annual salary has $25,000 +GST with low work load. "," No unit to buy.
                       ","No,", 5 days ago., 3872730
"Fortitude Valley,",2300000,550000,0.24,307000,70000,5.7,"25 years,","24 years,","8 years,",55,1272.73,12,25,9480.0,5,13,2,2, 1,0," 8,
                        ", Joy Realty,"Liyun Lee,Liyun Lee"," River View
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/FortitudeValley-QLD-3867837,"GOOD LOCATION! PRIME  MIXED LETTING BUSINESS
              ","CORPORATE MANAGEMENT RIGHTS, FORTITUDE VALLEY QLD,The building is located in a prime position on the fringe of Brisbane's CBD. Positioned in buses at the door, Supermarket a two minute walk away.  Fortitu valley ,The complex presents the apartments to a very high standard, complete with Smart TVs and WiFi. As this is the only CBD area accommodation building providing these two important items it makes for a top destination for repeat business, ,The front view of the Brisbane River and beautiful Story Bridge parks and walking/cycling tracks plus it is only a short stroll from the unique eclectic vibrancy of  including the weekly riverside markets.,The internal common areas of the complex were recently re-painted and new carpet laid throughout. Re-painting of the exterior is about to get underway with all cost coming from a healthy sinking fund. ,It still has potential for growth. Call our hotline today at for more information or book your inspection! "," 
                       ","No,", 5 days ago., 3867837
"Spring Hill,",2234800,550000,0.25,312149,69637,5.0,"25 years,","24 years,","0 years,",,0,0,25,0,0,0,2,2, 1,1," M-F: 8:30am-5pm Sat: 8:30-12pm,
                        ", Next International Realty Pty Ltd,"David Janett - David Jiang,David Janett - David Jiang"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/SpringHill-QLD-3865021,"Location Location Location!
              ","Four Star Luxury Serviced Apartments and Holiday Accommodation in the heart of Brisbane,Conveniently located within the Spring Hill corporate precinct, central to everything Brisbane has to offer. Spring Hill is an inner city suburb of Brisbane located only two kilometres north of the CBD. ,The suburb neighbours the buzzing suburb of Fortitude Valley, where you will find endless cafes, restaurants, bars and China Town. Victoria Park is not far away for those wanting a game of golf and head across the river to  South Bank Parklands for a swim or eat at one of the many cafes/ restaurants or enjoy some entertainment whether that be browsing the markets or to see a show at the arts centre etc. The location is second to none!,Location and amenities:  ,-5 minutes walk to RNA showgrounds,-5 minutes ride to Royal Brisbane Hospital and 10 minutes to Mater and Wesley Hospitals ,-10 minutes walk to Centenary Pool and Zest Gym Complex,-15 minutes walk to Queensland University of Technology/ Queensland Medical School,-15 minutes walk to Fortitude Valley Shops, China Town, Bars and Market,-15-20 minutes walk to the heart of the CBD with bus passing the door   ,These 22 luxury apartments are serviced weekly with plenty of secure undercover parking. Each apartment is air-conditioned and offers private balconies with city, park or street views. All apartments have laundry facilities and a full kitchen with a dishwasher and microwave. The living areas include LCD Smart TVs and Internet.,The P&L was produced for 12 months ending in August 2017, the income is $312,149. From February this year the manager has removed the rental guarantees and this lead to some owners removing their unit from the rental pool. This has impacted the income but has now stabilised.,Occupancy is now on the rise and some of the owners are now looking to come back in the pool. All systems are in place, the cleaners do the common areas and the part time receptionist is happy to stay on. Although a 2 person team or partnership could save this wage. ,  ,Overall an exciting opportunity to buy an established business with plenty of upside! Dont miss this one! "," 
                       ","No,", 6 months ago., 3865021
"Spring Hill,","$1,928,000.00",500000,0,280100,103788,5.1,"25 years,","18 years,","0 years,",54,1922.0,14,26,6781.23,0,28,0,0, 0,0," ,
                        ", Joy Realty,"Robert Lin,Robert Lin"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/SpringHill-QLD-3865723,"Corporate Management Rights â Business Only
              ","NO MANAGER UNIT TO PURCHASE,-Mix of long and short  term rentals with HIGH net income,-Amazing location at the top of the city with view,-Easily run by 1.5 full time staff and casual cleaner,-only small common areas to maintain,-Stylish apartment complex with walking distance to public transport,-18 years left on accommodation module agreements "," 
                       ","No,", 5 days ago., 3865723
"Kuraby,",Over 1M,360000,0,133000,54000,4.8,"25 years,","20 years,","0 years,",,0,0,34,0,0,0,3,1, 1,1," No,
                        ", SIRE Management Rights,"Richard Skiba and Jessica Dong,Richard Skiba and Jessica Dong"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Kuraby-qld-3874217,"Not Required to Live Onsite! Great complex with excellent return on investment
              ","Be the first one to see this wonderfully management rights in the ever popular location. If you want to live in a spacious family home, this is an opportunity not be missed!,The business offers a nice income increasing annually, less work-load compare to most of the complexes in the suburb along with no requirement to live onsite.,SLUG with extra parking for the manager and office.,Close to schools.,Easy care complex and friendly, supportive body corporate.,Strong tenant demand.,Easy access to main thoroughfares and motorway.,Walking distance to regular bus service.,Verified net income.,Please contact SIRE Management Rights Exclusive Agent, Richard Skiba on now for an inspection. Additional information can be obtained by emailing ,This one will go quickly. Call or email us NOW!,The images are for reference only and may not depict the actual property. "," 
                       ","No,", 5 months ago., 3874217
"Kangaroo Point,","$1,750,000 - Supervisory Only",820000,0,190548,121293,4.9,"0 years,","0 years,","0 years,",,0,0,,0,0,0,2,2, 3,1," ,
                        ", Management Rights Sales,"Greg Jorgensen,Greg Jorgensen"," Indoor Heated Pool, Sauna, Security Parking
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/KangarooPoint-QLD-3874841,"SUPERVISORY ROLE ONLY! EASY TO RUN BUSINESS & BY ONE PERSON
              ","SUPERVISORY ROLE ONLY!,Rare Luxury Right on the Brisbane River,- A Supervisory Role in a management rights is one where you are getting paid to oversee the Body Corporate employed contractors,- The Body Corporate employed contractors include the common area cleaners, the gardeners, the pool guy,- This business has a great reception and huge back-office on title where you can run the caretaking and letting sides of the business very adequately,- A good solid $121,000 + GST annual salary!,- Automatic top-ups to the Caretaking & Letting Agreements every year! This is brilliant!,- The monthly net profit earnings are an excellent $15,800 + !,- Easy templated systems in place to complete the duties,- Live right on the Brisbane River and enjoy the benefits of the excellent building facilities,- Managers real estate being sold at June 2018 Market Valuation,A very rare supervisory only role within a next to CBD location. Sensational managers apartment with 166m surveyed floor area. Great surveyed 36m detached reception and office.,Net Profit: $190,548 (verified),Asking Price: $1,750,000,(inclusive of managers real estate),For further information on this Brisbane management rights opportunity, contact:,Listing Broker,Greg Jorgensen, "," 
                       ","Yes,", 5 days ago., 3874841
