other_feature,floorplan,url,outdoor_feature,rental_yield,street_address,allowance,post_code,property_id,description,property_type,title,bond,bed,car,crawl_date,agent,median_rent,date_available,bathroom,suburb,agency,indoor_feature
"Built-In Wardrobes, Close to Shops, Close to Transport, Garden",Not provided,https://www.realestate.com.au/property-townhouse-qld-richlands-424482010,"Garage Spaces:,2","<span class=""rate""></span>",26/280 Government Road,,4077,"[424482010, 424482010]","This brand new, 4 bedroom townhouse is available for rent NOW.",Townhouse,Brand New - Ready for Occupancy,"$1,640",4,2,"[datetime.date(2018, 9, 26)]",Bob Stalling,"<span class=""price""></span>",Available Now,3,Richlands,Raine & Horne - Onsite Sales,"Toilets:,4,Air Conditioning"
"polished timber floors,garden,close to transport",Not provided,https://www.realestate.com.au/property-house-qld-inala-424508646,"Garage Spaces:,1","<span class=""rate""></span>",32 Crocus Street,,4077,"[424508646, 424508646]","Neat and tidy 4 bedroom house with two toilets, air conditioning, built in robes, large modern kitchen, polished floor boards,lock up garage",House,Plenty of space,"$1,400",4,1,"[datetime.date(2018, 9, 26)]",Property Management Team,"<span class=""price""></span>",Available Now,1,Inala,Coulson Real Estate - Inala,"Built-in Wardrobes,Air Conditioning"
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Separate Dining",https://www.realestate.com.au/floorplan_new.ds?id=420286850&theme=rea.rent,https://www.realestate.com.au/property-house-qld-sinnamon+park-420286850,"Carport Spaces:,1","<span class=""rate""></span>",73 Glen Ross Road,Pet Friendly,4073,"[420286850, 420286850]","This lovely low-set brick home situated in popular & sought after Sinnamon Park has plenty to offer for a family. Complete with air conditioning & a good sized rear patio, comfortable living and entertaining is easy. ",House,4 BED. 2 BATH. AIR CONDITIONING - SINNAMON PARK FAMILY HOME,"$1,720",4,1,"[datetime.date(2018, 9, 26)]",Debbie Swales,"<span class=""price""></span>",Available Now,2,Sinnamon Park,Ray White - Centenary,"Toilets:,2,Air Conditioning"
Property Type: House,Not provided,https://www.realestate.com.au/property-house-qld-darra-424504986,"Garage Spaces:,2","<span class=""rate""></span>",50/35 Ashridge Road,,4076,"[424504986, 424504986]",This modern three bedroom house offers spacious open plan living dining and kitchen areas. The living area and main bedroom have air conditioning and there is a separate toilet. The house is situated close to schools shops transport and cafes and restaurants and is in a managed estate with CCTV. Rent is $350.00 per week Phone 0498001449  or 37137755  to inspect,House,Darra Best Value - Phone: 3713 7755  to inspect,,3,2,"[datetime.date(2018, 9, 26)]",Harcourts Clayfield Rentals,"<span class=""price""></span>",Available Now,2,Darra,Harcourts - Clayfield,
,Not provided,https://www.realestate.com.au/property-house-qld-chelmer-424520922,"Remote Garage,Secure Parking,Garage Spaces:,2,Balcony,Deck,Fully Fenced","<span class=""rate""></span>",116 Leybourne Street,,4068,"[424520922, 424520922]",*THIS PROPERTY IS TENANTED UNTIL THE END OF SEPTEMBER 2018. INSPECTION TIMES ARE LIMITED AND ONLY AVAILABLE AS SHOWN. PLEASE SUBMIT AN ENQUIRY THROUGH CONTACT MY AGENT OR BOOK BY SELECTING THE NEXT AVAILABLE INSPECTION*,House,Looking for that gorgeous hamptons style home?,"$3,080",3,2,"[datetime.date(2018, 9, 26)]",Property Management Department,"<span class=""price""></span>",Available Now,2,Chelmer,Belle Property - Sherwood,"Floorboards,Built-in Wardrobes,Dishwasher,Ducted Heating,Ducted Cooling"
"internal laundry,modern bathroom,modern kitchen,close to parklands,close to schools,close to shops",Not provided,https://www.realestate.com.au/property-house-qld-oxley-424526422,"Carport Spaces:,1,Deck","<span class=""rate""></span>",12 Logan Avenue,,4075,"[424526422, 424526422]","This neat and tidy 3 bedroom house has security screens and tiles throughout the house.Built in robes, modern kitchen, internal laundry and lock up carport. Ceiling fans in all rooms. Inspections are by appoint only.",House,Neat & Tidy Home,,3,1,"[datetime.date(2018, 9, 26)]",Property Management Team,"<span class=""price""></span>",Available Now,1,Oxley,Coulson Real Estate - Inala,Built-in Wardrobes
,Not provided,https://www.realestate.com.au/property-townhouse-qld-sherwood-418154570,"Secure Parking,Garage Spaces:,1,Deck,Courtyard,Outdoor Entertaining Area","<span class=""rate""></span>",3/16 Skew Street,,4075,"[418154570, 418154570]",This townhouse is in a block of only four. It is in a quiet location within easy walking distance to the train station and Sherwood road shopping precinct. ,Townhouse,Spacious Sherwood Townhouse,"$1,440",2,1,"[datetime.date(2018, 9, 26)]",Manager,"<span class=""price""></span>",Available Now,2,Sherwood,SeaScapeRE,"Toilets:,1,Built-in Wardrobes"
0,Not provided,https://www.realestate.com.au/property-house-qld-richlands-424527082,"Remote Garage,Carport Spaces:,2,Garage Spaces:,2,Balcony,Courtyard,Outdoor Entertaining Area,Fully Fenced","<span class=""rate""></span>",7 Natalie Street,,4077,"[424527082, 424527082]",This imposing home has the following features:,House,"24 SOLAR PANELS TO HELP REDUCE YOUR POWER BILL, GAS COOKTOP, HUGE UNDERCOVER REAR ENTERTAINING AREA","$1,840",4,4,"[datetime.date(2018, 9, 26)]","Jitendra Deo,Johnny Tabet","<span class=""price""></span>",Available Now,2,Richlands,Oxbridge,"Split-system Air Conditioning,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-house-qld-jindalee-424535190,"Garage Spaces:,2","<span class=""rate""></span>",55 Bareena Street,,4074,"[424535190, 424535190]","** NO NEED TO REGISTER FOR INSPECTIONS, PLEASE TURN UP AT ANY ADVERTISED TIME **",House,Walk To The River,"$1,480",3,2,"[datetime.date(2018, 9, 26)]",Property Management Team,"<span class=""price""></span>",Available Now,1,Jindalee,Professionals P J Torbey Real Estate -,
0,Not provided,https://www.realestate.com.au/property-house-qld-sherwood-424533782,,"<span class=""rate""></span>",116 Park Terrace,,4075,"[424533782, 424533782]","- Sorry, no pets",House,SHERWOOD,"$1,420",2,,"[datetime.date(2018, 9, 26)]",Cartwright Property Group,"<span class=""price""></span>",Available Now,1,Sherwood,Cartwright Property Group - GRACEVILLE,
,Not provided,https://www.realestate.com.au/property-house-qld-riverhills-424538018,"Garage Spaces:,2","<span class=""rate""></span>",3 Dray Court,,4074,"[424538018, 424538018]",This property is located in a beautiful new estate close to Middle Park School and Mt Ommaney Shopping Center. ,House,4 BEDROOM HOME WITH TWO LIVING AREAS & AIRCON,"$1,800",4,2,"[datetime.date(2018, 9, 26)]",Guardian Wacol,"<span class=""price""></span>",Mon 05-Nov-18,2,Riverhills,Guardian Property & Asset Mgmt - Brisbane,
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Not provided,https://www.realestate.com.au/property-townhouse-qld-richlands-424536686,"Secure Parking,Carport Spaces:,1,Garage Spaces:,1","<span class=""rate""></span>",26/19 Flower Place,,4077,"[424536686, 424536686]",* $360pw Available on Oct 20th.,Townhouse,$360 PW + 1 WEEK FREE!! ~ 2 Air-Con & NBN Available ~ QUIET ~ Gardening Service Free ~,"$1,440",3,2,"[datetime.date(2018, 9, 26)]",Donald Tang,"<span class=""price""></span>",Fri 19-Oct-18,2,Richlands,Raine & Horne - Onsite Sales,"Toilets:,3,Air Conditioning"
0,Not provided,https://www.realestate.com.au/property-house-qld-chelmer-419015230,"Open Car Spaces:,2,Shed,Fully Fenced","<span class=""rate""></span>",2 Oxley Road,Pet Friendly,4068,"[419015230, 419015230]","This fantastic executive home is now available to be your new family home.  Set in Chelmer on the corner, it boasts a beautiful manicured front lawn and garden along with a fully fenced rear yard that is equally as manicured and cared for.  Inside this home, there are 4 spacious bedrooms, main with an air-conditioner and custom built-in robes.  Also, there is a new bathroom with elegant finishes and there is a 2nd separate toilet.  There are polished floors throughout the home.",House,EXECUTIVE RENOVATED HOME AVAILABLE IN CHELMER,"$2,360",4,2,"[datetime.date(2018, 9, 26)]","Nicky Edwards,Raegan Owen","<span class=""price""></span>",Available Now,1,Chelmer,4069 Real Estate - KENMORE,"Toilets:,2,Floorboards,Built-in Wardrobes,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-424301250,"Remote Garage,Garage Spaces:,2,Deck,Courtyard,Outdoor Entertaining Area,Swimming Pool - Inground,Tennis Court","<span class=""rate""></span>",80 Greenway Circuit,,4074,"[424301250, 424301250]",Dont miss out on this modern 3-bedroom townhouse inside the exclusive Central Parklands community. ,Townhouse,Ready to move in now!,"$1,960",3,2,"[datetime.date(2018, 9, 26)]",Metrocity Realty - Rental Department,"<span class=""price""></span>",Available Now,2,Mount Ommaney,Metrocity Realty - West End,"Ensuite:,1,Living Areas:,1,Toilets:,2,Gym,Built-in Wardrobes,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424465238,"Remote Garage,Secure Parking,Carport Spaces:,1,Garage Spaces:,2,Open Car Spaces:,2,Balcony,Courtyard,Outdoor Entertaining Area","<span class=""rate""></span>",22 Mandalay St,,4069,"[424465238, 424465238]",A charming architect designed hideaway will make you forget that a busy life exists only minutes away. ,House,CHARMING and DELIGHTFUL - GARDENING INCLUDED,"$2,580",3,5,"[datetime.date(2018, 9, 26)]",Marie Moore,"<span class=""price""></span>",Available Now,2,Fig Tree Pocket,HAVEN RESIDENTIAL,"Ensuite:,1,Living Areas:,3,Toilets:,3,Study,Workshop,Floorboards,Built-in Wardrobes,Dishwasher,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-townhouse-qld-darra-424305390,"Remote Garage,Secure Parking,Garage Spaces:,1,Open Car Spaces:,1,Courtyard,Shed,Fully Fenced","<span class=""rate""></span>",13/91 Ashridge Road,,4076,"[424305390, 424305390]","Recently renovated modern 3 bedroom townhouse perfect for a family or share living, located conveniently close to public transport and the shops. A short distance to the local schools. Complete with security screens on all doors and windows. 2 private car spaces available with extra parking on the street. ",Townhouse,Modern 3 Bedroom,"$1,500",3,2,"[datetime.date(2018, 9, 26)]",Manager,"<span class=""price""></span>",Available Now,2,Darra,SeaScapeRE,"Ensuite:,1,Living Areas:,1,Toilets:,3,Built-in Wardrobes,Split-system Air Conditioning,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-house-qld-chelmer-405328245,"Garage Spaces:,2","<span class=""rate""></span>",69 Leybourne Street,,4068,"[405328245, 405328245]","This large Queenslander home features 3 bulit-in bedrooms upstairs and a bathroom, plus another bedroom and bathroom downstairs. Large living area, kitchen with dishwasher and a large laundry. The backyard is great for children and backs onto a park. Huge double lock-up garage. Upstairs are polished floors with timber floors downstairs.",House,Large Queenslander in Chelmer!,"$2,600",4,2,"[datetime.date(2018, 9, 26)]",Karyl Davies,"<span class=""price""></span>",Available Now,2,Chelmer,Ray White - Middle Park,
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Not provided,https://www.realestate.com.au/property-townhouse-qld-richlands-424326366,"Secure Parking,Garage Spaces:,1,Swimming Pool - Inground","<span class=""rate""></span>",83 OLD PROGRESS ROAD,,4077,"[424326366, 424326366]",This beautiful Near new townhouse has great features including:,Townhouse,MODERN 3 BEDROOM TOWNHOUSE LOCATED IN RICHLANDS,"$1,400",3,1,"[datetime.date(2018, 9, 26)]",Michael Cai,"<span class=""price""></span>",Available Now,3,Richlands,Raine & Horne - Onsite Sales,"Toilets:,3,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-house-qld-sinnamon+park-424336414,"Remote Garage,Garage Spaces:,2","<span class=""rate""></span>",8 FOLEY PLACE,,4073,"[424336414, 424336414]","This absolutely beautifully maintained family home high on the hill in Sinnamon Park is being welcome to the rental market for the very first time. With an abundance of inclusions like new ducted air conditioning throughout, new carpets, city views from the top deck, large level fully fenced yard and more - this property is truly one not to be missed!",House,Supremely Spacious & Perfectly Positioned,,4,2,"[datetime.date(2018, 9, 26)]",Centenary Real Estate,"<span class=""price""></span>",Available Now,2,Sinnamon Park,Centenary Real Estate - Jindalee,"Ensuite:,1,Toilets:,3"
,Not provided,https://www.realestate.com.au/property-house-qld-sinnamon+park-409351743,"Remote Garage,Fully Fenced","<span class=""rate""></span>",15 Homebush Crescent,,4073,"[409351743, 409351743]","This lovely home is located in popular Sinnamon Park close to transport, shops and restaurants.",House,POPULAR SINNAMON PARK!,,3,,"[datetime.date(2018, 9, 26)]",Rentals - Centenary Real Estate,"<span class=""price""></span>",Available Now,2,Sinnamon Park,Centenary Real Estate - Jindalee,"Ensuite:,1,Toilets:,2,Built-in Wardrobes,Air Conditioning"
0,Not provided,https://www.realestate.com.au/property-unit-qld-sherwood-424342962,"Carport Spaces:,1,Balcony","<span class=""rate""></span>",3/66 Bute Street,,4075,"[424342962, 424342962]","- Sorry, no pets",Unit,SHERWOOD,"$1,280",2,1,"[datetime.date(2018, 9, 26)]",Cartwright Property Group,"<span class=""price""></span>",Available Now,1,Sherwood,Cartwright Property Group - GRACEVILLE,"Floorboards,Broadband Internet Available,Built-in Wardrobes,Dishwasher,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-unit-qld-sherwood-424352786,"Secure Parking,Garage Spaces:,1,Balcony,Courtyard","<span class=""rate""></span>",1/24 Hood Street,,4075,"[424352786, 424352786]",Neat and Spacious Townhouse waiting for you!,Unit,Conveniently located tidy townhouse in Sherwood,"$1,440",3,1,"[datetime.date(2018, 9, 26)]",Kimberley Cattermole,"<span class=""price""></span>",Available Now,1,Sherwood,First National - Springfield,Built-in Wardrobes
,Not provided,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424365966,"Garage Spaces:,1,Shed","<span class=""rate""></span>",846 Fig Tree Pocket Rd,Pet Friendly,4069,"[424365966, 424365966]","This low maintenance, low set brick and tile home offering 4 bedrooms, ensuite, good sized formal and family living spilling to a large covered outdoor patio and secure rear garden is situated in a quiet leafy, riverside precinct with parkland, cycle paths and riverside walkways a short stroll away.",House,SPACIOUS INDOOR & OUTDOOR LIVING. QUIET LEAFY POCKET.,"$2,600",4,1,"[datetime.date(2018, 9, 26)]",Lesley Walsh,"<span class=""price""></span>",Available Now,2,Fig Tree Pocket,Walsh and Dixon Real Estate - Graceville,"Living Areas:,2,Toilets:,1,Built-in Wardrobes,Dishwasher,Air Conditioning"
Property Type: House Garaging / carparking: Single lock-up,Not provided,https://www.realestate.com.au/property-house-qld-riverhills-424400706,"Garage Spaces:,1","<span class=""rate""></span>",71 Paluna Street,Pet Friendly,4074,"[424400706, 424400706]","Family home close to all amenities. 3 bedroom brick with fresh new carpet. All bedrooms with built ins. Entertainment area overlooking fully fenced back yard, perfect for the family and pets. Call now dont miss out.",House,Bring the family,"$1,460",3,1,"[datetime.date(2018, 9, 26)]",Harcourts South West BDM,"<span class=""price""></span>",Available Now,1,Riverhills,Harcourts Centenary Suburbs - Mt Ommaney,
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Not provided,https://www.realestate.com.au/property-house-qld-riverhills-411600235,"Secure Parking,Garage Spaces:,2","<span class=""rate""></span>",10 Bensley Place,Pet Friendly,4074,"[411600235, 411600235]",Ray White Centenary offers for rent this low-set rendered home in a quiet street in Riverhills. ,House,4 BED. 2 BATH. DBL GAR. AIR CON. WELL PRICED,"$1,580",4,2,"[datetime.date(2018, 9, 26)]",Debbie Swales,"<span class=""price""></span>",Thu 11-Oct-18,2,Riverhills,Ray White - Centenary,"Toilets:,2,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-house-qld-jamboree+heights-418623702,"Garage Spaces:,2","<span class=""rate""></span>",4 Mercator Street,,4074,"[418623702, 418623702]",The Phone Code for this property is: 67097. Please quote this number when phoning or texting.,House,A True Suburban Gem in the Most Perfect Location,"$1,700",3,2,"[datetime.date(2018, 9, 26)]",For Rent (QLD),"<span class=""price""></span>",Available Now,2,Jamboree Heights,For Sale By Owner Australia,
"Balcony, Low maintenance",Not provided,https://www.realestate.com.au/property-unit-qld-sherwood-418344114,"Garage Spaces:,1,Balcony","<span class=""rate""></span>",3/107 Jerrold Street,,4075,"[418344114, 418344114]","This stylish two bedroom, two bathroom home is located just walking distance to the Corinda train station and local shops. This is a small boutique complex that is sure to impress with the style and a generous proportioned unit with ducted-air-conditioning and contemporary kitchen complete with Caesar-stone bench tops. ",Unit,"Location, Convenience and Contemporay","$1,560",2,1,"[datetime.date(2018, 9, 26)]",Sharna Nixon-Smith,"<span class=""price""></span>",Available Now,2,Sherwood,Arthur Conias Real Estate - Toowong,"Ensuite:,1,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-405713616,"Remote Garage,Garage Spaces:,1,Balcony,Courtyard,Swimming Pool - Inground","<span class=""rate""></span>",3/1 Abel Smith Crescent,,4074,"[405713616, 405713616]","Located in the heart of the Centenary Suburbs, this townhouse is convenient and comfortable.",Townhouse,First Week Rent Free then $390.00 Per Week,"$1,560",3,1,"[datetime.date(2018, 9, 26)]",Peter Kilby,"<span class=""price""></span>",Available Now,2,Mount Ommaney,Maison Real Estate -  Mount Ommaney,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher,Split-system Air Conditioning,Reverse-cycle Air Conditioning"
,Not provided,https://www.realestate.com.au/property-house-qld-chelmer-424282290,"Remote Garage,Garage Spaces:,2,Balcony,Deck,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground","<span class=""rate""></span>",17 Sutton Street,,4068,"[424282290, 424282290]",Located amongst an enclave of prestigious waterfront residences this beautifully presented family home offers the perfect Chelmer lifestyle. ,House,Imagine relaxing with this view?,"$7,200",5,2,"[datetime.date(2018, 9, 26)]","Jaclyn Lazarou,Jonathan Najarro","<span class=""price""></span>",Available Now,2,Chelmer,Place - Graceville,"Ensuite:,1,Living Areas:,1,Toilets:,3,Alarm System,Floorboards,Built-in Wardrobes,Dishwasher,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-416363749,"Remote Garage,Garage Spaces:,1,Balcony,Courtyard,Swimming Pool - Inground","<span class=""rate""></span>",2/1 Abel Smith Crescent,,4074,"[416363749, 416363749]","Located in a prime position in Mt Ommaney, walking distance to schools, shops, transport etc, this townhouse is the ideal solution for your busy lifestyle.",Townhouse,First Week Rent Free then $390.00 Per Week,"$1,560",3,1,"[datetime.date(2018, 9, 26)]",Peter Kilby,"<span class=""price""></span>",Available Now,2,Mount Ommaney,Maison Real Estate -  Mount Ommaney,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher"
,Not provided,https://www.realestate.com.au/property-house-qld-darra-424025646,"Garage Spaces:,1","<span class=""rate""></span>",12/91 ASHRIDGE ROAD,,4076,"[424025646, 424025646]",This lovely townhouse located within a stones throw of all the amenities Darra has to offer is being welcomed to the rental market for the first time.,House,Convenience Plus!,,3,1,"[datetime.date(2018, 9, 26)]",Rentals - Centenary Real Estate,"<span class=""price""></span>",Available Now,2,Darra,Centenary Real Estate - Jindalee,"Ensuite:,1,Toilets:,3"
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Not provided,https://www.realestate.com.au/property-house-qld-graceville-422726458,"Garage Spaces:,2,Balcony","<span class=""rate""></span>",128 Strong Avenue,Pet Friendly,4075,"[422726458, 422726458]","This charming modernised home, with genuine charm and character, is modern and very functional and has been designed for easy living. The modern family kitchen is central to the home and features loads of cupboard and drawer space and the must have dishwasher. This blends easily with the lounge and dining areas gently spilling out to the huge covered entertaining area and the rear yard is fabulous with mature trees and low maintenance landscaping gives a real sense of peaceful privacy. Great features include:",House,Great Entertainer - Air Con - Pets,"$2,500",3,2,"[datetime.date(2018, 9, 26)]",Renate Van Den Berg,"<span class=""price""></span>",Available Now,2,Graceville,Ray White - Holland Park,"Toilets:,2,Floorboards,Air Conditioning"
"close to schools,close to transport",Not provided,https://www.realestate.com.au/property-house-qld-inala-424038910,"Carport Spaces:,1,Open Car Spaces:,2","<span class=""rate""></span>",97 Azalea  Street,,4077,"[424038910, 424038910]","This 3 bedroom home has plenty of room from kids to play in the back yard. Inside we have open plan living kitchen and lounge room, 3 good size bedroom with built- ins robes, outside laundry, ramp out the front and a water tank",House,Good size home,"$1,320",3,3,"[datetime.date(2018, 9, 26)]",Property Management Team,"<span class=""price""></span>",Available Now,1,Inala,Coulson Real Estate - Inala,Built-in Wardrobes
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Not provided,https://www.realestate.com.au/property-house-qld-graceville-423014430,"Garage Spaces:,2,Balcony","<span class=""rate""></span>",92 Graceville Avenue,Pet Friendly,4075,"[423014430, 423014430]","Charm and character define this traditional Queenslander. Close to the local French bakery, Patisserie and village shops this home offers lifestyle and easy family living. The features such as the stained glass doors create a gorgeous ambience and warmth which flows throughout the home. Central to the heart of the home is the lounge which effortlessly flows to the kitchen and dining area then opening through French doors to the large rear deck. With suburb views and Mt Cootha in the distance it is the perfect place to relax and catch the evening breeze. Come enjoy:",House,Amazing Family Home – Stunning Character – Pet Friendly,"$2,800",5,2,"[datetime.date(2018, 9, 26)]",Renate Van Den Berg,"<span class=""price""></span>",Fri 12-Oct-18,2,Graceville,Ray White - Holland Park,"Toilets:,2,Floorboards,Air Conditioning"
"Built-In Wardrobes, Close to Schools, Close to Transport, Garden, Formal Lounge, shed,  deck",Not provided,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-418962446,"Secure Parking,Garage Spaces:,2,Open Car Spaces:,2,Balcony,Swimming Pool - Inground","<span class=""rate""></span>",55 Botticelli Street,,4069,"[418962446, 418962446]","Homeliness and warmth seeps from the pores of this property for rent in this quiet riverside enclave of Fig Tree Pocket.  #55 Botticelli really is the perfect family home with plenty of entertaining spaces, safe areas for children to play and enough room for quality ‘me time' for all family members. ",House,Single Level Home in Quiet Neighbourhood,"$3,140",4,4,"[datetime.date(2018, 9, 26)]",MetroWest Rentals,"<span class=""price""></span>",Fri 05-Oct-18,2,Fig Tree Pocket,Ray White Metro West,"Toilets:,1,Air Conditioning"
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Solarl P",Not provided,https://www.realestate.com.au/property-house-qld-inala-424050506,"Carport Spaces:,1","<span class=""rate""></span>",82 Aldebaran Street,Pet Friendly,4077,"[424050506, 424050506]","Offering a simple layout, this home features a large air-conditioned lounge and dining space, with the 3 bedrooms and 1 bathroom located privately down the hallway.",House,Perfect family home + Pets Ok!,"$1,400",3,1,"[datetime.date(2018, 9, 26)]",Courtney Pearson,"<span class=""price""></span>",Available Now,1,Inala,One Agency - Forest Lake,"Toilets:,2,Floorboards,Air Conditioning"
0,Not provided,https://www.realestate.com.au/property-unit-qld-sherwood-424048486,"Carport Spaces:,1","<span class=""rate""></span>",4/97 Dewar Terrace,,4075,"[424048486, 424048486]","- Sorry, no pets",Unit,SHERWOOD,"$1,160",2,1,"[datetime.date(2018, 9, 26)]",Cartwright Property Group,"<span class=""price""></span>",Available Now,1,Sherwood,Cartwright Property Group - GRACEVILLE,"Floorboards,Broadband Internet Available"
,Not provided,https://www.realestate.com.au/property-house-qld-richlands-424071526,"Garage Spaces:,1","<span class=""rate""></span>",8 Flower Place,Pet Friendly,4077,"[424071526, 424071526]",If you are after a private and quiet neighbourhood this is the one for you.,House,4 bedroom home in great location close to everything,"$1,600",4,1,"[datetime.date(2018, 9, 26)]",Denny Dao,"<span class=""price""></span>",Available Now,2,Richlands,LITTLE Real Estate - FOREST LAKE,"Ensuite:,1"
,Not provided,https://www.realestate.com.au/property-townhouse-qld-sumner-410983219,"Remote Garage,Secure Parking,Garage Spaces:,1,Balcony,Deck","<span class=""rate""></span>",9/18 Stockwhip Place,,4074,"[410983219, 410983219]",Modern 3 bedroom townhouse with character features:,Townhouse,AIR CONDITIONED! BRILLIANT THREE BEDROOM TOWNHOUSE!!,"$1,500",3,1,"[datetime.date(2018, 9, 26)]",Wise Realty,"<span class=""price""></span>",Available Now,2,Sumner,Wise Realty,"Ensuite:,1,Built-in Wardrobes,Dishwasher,Split-system Air Conditioning"
,Not provided,https://www.realestate.com.au/property-townhouse-qld-richlands-424088338,"Remote Garage,Garage Spaces:,1","<span class=""rate""></span>",38/15 James Edward Street,,4077,"[424088338, 424088338]","Newly refurbished looks and well spaced rooms, it is perfect for couples and small families!",Townhouse,38/15 James Edward Street Richlands,"$1,440",3,1,"[datetime.date(2018, 9, 26)]",Richlands Rise,"<span class=""price""></span>",Available Now,2,Richlands,Australian Property Management Alliance - Mango Hill,"Ensuite:,1,Toilets:,3"
Property Type: House Garaging / carparking: Open carport Property Features: Pets Allowed,Not provided,https://www.realestate.com.au/property-house-qld-darra-424112070,"Garage Spaces:,1","<span class=""rate""></span>",6 Popondetta Close,Pet Friendly,4076,"[424112070, 424112070]","A lovely three bedroom home with character is available for you!!!  You will be greeted with a charming gated front porch ideal for an afternoon cup of tea.  Timber floating floors open up the combined Lounge and Dining.  The double glass doors from the lounge room opens onto the front porch.  This room is also air conditioned with a reverse cycle split system for those hot summer days and cooler winter months.  Alternatively, you might like to burn a couple of logs on the fireplace this winter for a cosy night in.",House,1 Weeks free Rent!!!,"$1,320",3,1,"[datetime.date(2018, 9, 26)]",Harcourts South West BDM,"<span class=""price""></span>",Available Now,1,Darra,Harcourts Centenary Suburbs - Mt Ommaney,Built-in Wardrobes
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",Not provided,https://www.realestate.com.au/property-unit-qld-sherwood-424096390,"Secure Parking,Garage Spaces:,1,Balcony","<span class=""rate""></span>",7/23 Hood Street,,4075,"[424096390, 424096390]","Located close to everything, a true stunner!",Unit,Modern Top Floor Apartment - Close to Everything!,"$1,580",2,1,"[datetime.date(2018, 9, 26)]",Zoe Wales,"<span class=""price""></span>",Available Now,2,Sherwood,Ray White Sherwood/Graceville,Air Conditioning
"modern bathroom,modern kitchen,close to schools,close to shops,close to transport",Not provided,https://www.realestate.com.au/property-house-qld-inala-421546710,,"<span class=""rate""></span>",19a Blackthorn Street,,4077,"[421546710, 421546710]",As in looking flat at the back of the property has 2 bedrooms.it is fully fenced and has its own yard.,House,2 bedroom as new,"$1,140",2,,"[datetime.date(2018, 9, 26)]",Property Management Team,"<span class=""price""></span>",Available Now,1,Inala,Coulson Real Estate - Inala,"Built-in Wardrobes,Air Conditioning"
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",https://www.realestate.com.au/floorplan_new.ds?id=415840969&theme=rea.rent,https://www.realestate.com.au/property-house-qld-jamboree+heights-415840969,"Secure Parking,Garage Spaces:,2","<span class=""rate""></span>",24 Dandenong Road,Pet Friendly,4074,"[415840969, 415840969]",LOCATION! LOCATION! LOCATION!     CLOSE TO SCHOOLS! SHOPS! TRANSPORT!,House,** PRICE REDUCTION **    CONVENIENTLY LOCATED 3 BEDROOM HOME,"$1,340",3,2,"[datetime.date(2018, 9, 26)]",Debbie Swales,"<span class=""price""></span>",Available Now,1,Jamboree Heights,Ray White - Centenary,"Toilets:,1"
Property Type: Unit Garaging / carparking: Single lock-up,Not provided,https://www.realestate.com.au/property-unit-qld-corinda-407726669,"Garage Spaces:,1","<span class=""rate""></span>",4/677 Oxley Road,,4075,"[407726669, 407726669]","You can leave the car behind and take a short stroll to trendy Corinda Village with its cafes, Coles, medical centre,  train station and Private and State Schools with walking distance. ",Unit,You Snooze You Loose - #CatchMeBeforeIGetRented,"$1,300",2,1,"[datetime.date(2018, 9, 26)]",Harcourts South West BDM,"<span class=""price""></span>",Available Now,1,Corinda,Harcourts Centenary Suburbs - Mt Ommaney,Dishwasher
