address,agency,agent,agreement_age,agreement_remaining,agreement_term,complex_fetures,description,income,last_update,letting,look_ups,manager_bathroom,manager_bed,manager_car,multiplier,office,office_hour,outside_agents,owner_occupy,pets,price,property_id,remuneration,title,total_unit,unit_feature,unit_price,url
"Fortitude Valley,", Joy Realty,"Liyun Lee,Liyun Lee","8 years,","24 years,","25 years,"," River View
                       ","CORPORATE MANAGEMENT RIGHTS, FORTITUDE VALLEY QLD,The building is located in a prime position on the fringe of Brisbane's CBD. Positioned in buses at the door, Supermarket a two minute walk away.  Fortitu valley ,The complex presents the apartments to a very high standard, complete with Smart TVs and WiFi. As this is the only CBD area accommodation building providing these two important items it makes for a top destination for repeat business, ,The front view of the Brisbane River and beautiful Story Bridge parks and walking/cycling tracks plus it is only a short stroll from the unique eclectic vibrancy of  including the weekly riverside markets.,The internal common areas of the complex were recently re-painted and new carpet laid throughout. Re-painting of the exterior is about to get underway with all cost coming from a healthy sinking fund. ,It still has potential for growth. Call our hotline today at for more information or book your inspection! ",307000, 5 days ago.,25,5,2,2, 1,5.7,0," 8,
                        ",13,12,"No,",2300000, 3867837,70000,"GOOD LOCATION! PRIME  MIXED LETTING BUSINESS
              ",55," 
                       ",550000,https://www.TheOnsiteManager.com.au/permanent-management-rights/FortitudeValley-QLD-3867837
"RUNCORN,", Raas Group,"Peter Sagner,Peter Sagner","0 years,","0 years,","25 years,"," 
                       ","Its time to review the attributes of this home that comes with an on title office and an income.  Remember no one else is authorised to run a business from this site.  Only the owner of lot 18 can run a business from this address.,This home comes with the benefit of an income derived from the Care-taking and letting roles performed in the Management Rights Industry.  This income net of expenses is $42 562.  At $395,000 this new home is the best value you will find and Sunnybank with all its attributes is just next door.  ,The role is satisfied by performing the supervision and maintenance of common areas within the complex and a Saturday afternoon mow of the grass.  As the complex is new the maintenance functions are negligible.  The key to fulfilling this role is to be contactable by mobile telephone during office hours.  ,Contact exclusive listing broker Peter Sagner for the details : ; e-mail , ",42562, 5 months ago.,12,0,0,3, 0,2.2,1," ,
                        ",0,5,",",488500, 3872830,19104,"At Home With An Income!
              ",18," 
                       ",395000,https://www.TheOnsiteManager.com.au/permanent-management-rights/RUNCORN-QLD-3872830
"Milton,", Management Rights Sales,"David Rotheram,David Rotheram","11 years,","19 years,","25 years,"," Pool, Spa, Gym, BBQ, Common room with kitchen, Foxtel
                       ","Brisbane Management Rights,Management rights for sale,- Permanent complex, only 11 years young,- Located in Milton, very close to main centre and amenities,- Ideal for semi retired couple or single operator,- Magnificent managers residence offering two bedrooms, two bathrooms with quality fixtures and fittings,- Air conditioned, huge outdoor areas, 4 car parking spaces and massive storage on title,- No set office hours, 19 years remaining on Accommodation module agreements,- Great Body Corporate remuneration of $82,171,- A per is permitted with Body Corporate approval,- The facilities consist of 25m pool, heated spa, well equipped gym, BBQ area, recreation room with kitchen,Very easy complex to run, minimal gardening and cleaning.,Great Multiplier of 4.4,Net Profit: $132,946,Asking Price: $1,445,800,(Inclusive of managers real estate),For further information or to arrange an inspection of this Brisbane Management Rights business for sale contact:,David Rotheram,Servicing QLD,Milton is an inner suburb of Brisbane, just west of the CBD. The suburb is a mix of light industry, warehouses, commercial office and retail with both single and multiple occupancy residences. ",132946, 2 months ago.,15,0,2,2, 4,4.4,1," No set office hours,
                        ",3,30,"Yes,",1445800, 3872996,82171,"BRISBANE RIVERSIDE LOCATION : MANAGEMENT RIGHTS SALES: ID 8445
              ",48," Luxury managers residence with study, Air conditioning, Courtyard with city views
                       ",865000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Milton-QLD-3872996
"Capalaba,", Management Rights Sales,"Tony Johnson,Tony Johnson","0 years,","24 years,","25 years,"," Swimming pool, BBQ, Security parking, CCTV, Rooftop recreation area, Gym, Storage, Cable TV
                       ","Management Rights Business For Sale,Construction Due For Completion Early 2018,- These are the first 2 stages of a planned 5 stage project,- Stage 1 is a medium rise building, stage 3 is 3 bedroom townhouses,- Three bedroom managers residence with two bathrooms and European appliances,- NBN connected,- Rooftop recreation areas,- Separate exclusive use office at front door of building,- Great location opposite shopping centre,- Pets permitted with Body Corporate approval,Fantastic opportunity to purchase a brand new m,anagement rights in a centrally located position opposite a shopping centre.,Be Quick!,Net Profit: $260,000,(Projection only  potential purchasers are advised to seek professional financial advice regarding projections and estimates on profitability),Asking Price: $1,589,900,(Inclusive of managers real estate),For further information or to arrange an inspection of this Brisbane management rights business opportunity contact:,Tony Johnson or Gerard Dixon,Capalaba is the gateway to the Redland Shire and has always played an important role as the link between Brisbane and Cleveland. ",260000, 2 months ago.,94,0,2,3, 1,4.4,0," As per agreements,
                        ",0,1,"Yes,",1589900, 3855418,95000,"BRAND NEW COMPLEX | MANAGEMENT RIGHTS SALES - ID 8776
              ",95," Brand new managers apartment, European appliances
                       ",449900,https://www.TheOnsiteManager.com.au/permanent-management-rights/Capalaba-QLD-3855418
"Kuraby,", SIRE Management Rights,"Richard Skiba and Jessica Dong,Richard Skiba and Jessica Dong","0 years,","20 years,","25 years,"," 
                       ","Be the first one to see this wonderfully management rights in the ever popular location. If you want to live in a spacious family home, this is an opportunity not be missed!,The business offers a nice income increasing annually, less work-load compare to most of the complexes in the suburb along with no requirement to live onsite.,SLUG with extra parking for the manager and office.,Close to schools.,Easy care complex and friendly, supportive body corporate.,Strong tenant demand.,Easy access to main thoroughfares and motorway.,Walking distance to regular bus service.,Verified net income.,Please contact SIRE Management Rights Exclusive Agent, Richard Skiba on now for an inspection. Additional information can be obtained by emailing ,This one will go quickly. Call or email us NOW!,The images are for reference only and may not depict the actual property. ",133000, 5 months ago.,34,0,1,3, 1,4.8,1," No,
                        ",0,0,"No,",Over 1M, 3874217,54000,"Not Required to Live Onsite! Great complex with excellent return on investment
              ",," 
                       ",360000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Kuraby-qld-3874217
"ALGESTER,", Raas Group,"Jim Prentice,Jim Prentice","0 years,","25 years,","25 years,"," 
                       ","This is a gated complex located in Algester and provides the manager with a very good salary, increasing by CPI per annum, and brand new 25 year Agreements.  Current Manager has been in situ for the past 10 years and now looking to retire.,The grounds are in a good and presentable condition while the swimming pool area has recently had a make over and pool refurbishment. All equipment to maintain the complex is owned by the Body C.orporate. ,The 3 bedroom rental units are large in size making them popular with tenants. The location is quiet and a few minutes walk to the #130 city bound bus.,There are also 3 rental properties (2 houses and 1 Unit) in nearby suburbs managed by the current Manager also making a total of 17 rentals in the business. The income from these outside rentals is included in the P & L ,The managers unit is a 3 bedroom, 2 bathroom low set villa with street frontage. The back yard provides for privacy and  covered patio out-door living area. There is a single lock-up garage, an extra parking space and a large office for running the business.,Unit $355,000, Business $620,000. Total asking price $975,000 .,Please contact Jim Prentice or Email  for more infromation, ",130000, 3 months ago.,14,0,0,3, 0,4.8,1," ,
                        ",0,25,"Yes,",975000, 3877213,105722,"MANAGEMENT RIGHTS.. HOME&BUSINESS OPPORTUNITY
              ",49," 
                       ",355000,https://www.TheOnsiteManager.com.au/permanent-management-rights/ALGESTER-QLD-3877213
"Kangaroo Point,", Management Rights Sales,"Greg Jorgensen,Greg Jorgensen","0 years,","0 years,","0 years,"," Indoor Heated Pool, Sauna, Security Parking
                       ","SUPERVISORY ROLE ONLY!,Rare Luxury Right on the Brisbane River,- A Supervisory Role in a management rights is one where you are getting paid to oversee the Body Corporate employed contractors,- The Body Corporate employed contractors include the common area cleaners, the gardeners, the pool guy,- This business has a great reception and huge back-office on title where you can run the caretaking and letting sides of the business very adequately,- A good solid $121,000 + GST annual salary!,- Automatic top-ups to the Caretaking & Letting Agreements every year! This is brilliant!,- The monthly net profit earnings are an excellent $15,800 + !,- Easy templated systems in place to complete the duties,- Live right on the Brisbane River and enjoy the benefits of the excellent building facilities,- Managers real estate being sold at June 2018 Market Valuation,A very rare supervisory only role within a next to CBD location. Sensational managers apartment with 166m surveyed floor area. Great surveyed 36m detached reception and office.,Net Profit: $190,548 (verified),Asking Price: $1,750,000,(inclusive of managers real estate),For further information on this Brisbane management rights opportunity, contact:,Listing Broker,Greg Jorgensen, ",190548, 5 days ago.,,0,2,2, 3,4.9,1," ,
                        ",0,0,"Yes,","$1,750,000 - Supervisory Only", 3874841,121293,"SUPERVISORY ROLE ONLY! EASY TO RUN BUSINESS & BY ONE PERSON
              ",," 
                       ",820000,https://www.TheOnsiteManager.com.au/permanent-management-rights/KangarooPoint-QLD-3874841
"HEMMANT,", Raas Group,"Peter Sagner,Peter Sagner","0 years,","19 years,","25 years,"," 
                       ","Located in Hemmant only eleven kilometres from the Brisbane CBD and 15 minutes by train in the most picturesque location, this business boasts a secure salary with excellent inbuilt growth. This complex is adjacent to parkland, with train transport in walking distance and only five minutes by car to Wynnum Plaza. ,This is an established complex with opportunity to grow the rental pool and maintenance income, and consequently the package income. Managers residence is three bedrooms and $320 000, the income is $154 700 with room to grow. ,The business purchase price is $690 000. Total Price $1 010 000 for all details on this exclusive listing contact Peter Sagner on mobile telephone or via e-mail , ",154700, 3 months ago.,38,0,0,3, 0,4.5,1," ,
                        ",0,34,"No,",1010000, 3877908,104181,"The Best Management Rights Buy On The Bay
              ",82," 
                       ",320000,https://www.TheOnsiteManager.com.au/permanent-management-rights/HEMMANT-QLD-3877908
"UPPER MOUNT GRAVATT,", Joy Realty,"Robert Lin,Robert Lin","9 years,","25 years,","25 years,"," 
                       ","Net Income: $215,821 (actual),Remuneration: $ 67,160   GST (subject to CPI),Letting Pool: 42,Manager Unit Value: $530,000 ,Manager Unit Bedroom:  3 bedroom plus 1 study room,- Great location, walking distance to Westfield Garden City Shopping Centre, restaurants and transport etc. ,- Close to schools, apartment is in Macgregor state high school catchment area ,- Minimum caretaker duty and very easily run business, all hard work has been done ,- 25 years Long agreement ,- Modern three bedroom plus study room, two bathroom manager residence with two car park.,- Business run by experienced manage, zero outside agent in the letting pool to prove the quality of the business,Contact person:  Robert Lin  ",215821, 5 days ago.,42,0,2,3, 2,5.5,1," ,
                        ",1,15,"No,",1717016, 3795510,67160,"This business has all characters you look for
              ",58," 
                       ",530000,https://www.TheOnsiteManager.com.au/permanent-management-rights/UPPERMOUNTGRAVATT-qld-3795510
"KANGAROO POINT,", Raas Group,"Robert Collins,Robert Collins","0 years,","10 years,","10 years,"," 
                       ","This is one of the iconic buildings in Dock Side,as well as one of the most prestigious buildings up the road to do caretaking for only.,The managers unit has been valued by a Management Rights Specialist for value and the P&L has also been done.,Both agreements have been topped up to the fullest and the Gallery V has been taken out. ,The Chairperson of both complexes are aware of the sale., ,Please contact Robert Collins Exclusive Agent on or  for an inspection., ",234000, 3 months ago.,24,0,0,3, 0,4.7,1," ,
                        ",0,75,"Yes,",2174000, 3878160,0,"Kangaroo Point Management Right
              ",106," 
                       ",1075000,https://www.TheOnsiteManager.com.au/permanent-management-rights/KANGAROOPOINT-QLD-3878160
"westlake,", Joy Realty,"Robert Lin,Robert Lin","0 years,","9 years,","10 years,"," 
                       ","EASY CARE COMPLEX,- Centenary suburb complex with homeowners & tenants.,- Spacious single level managers villa 3 bedrooms, 2 bathrooms. ,- Close to schools & universities, Mt Ommaney Shopping Center. ,- No need for a car, bus stop at door. ,- Manager's villa $450,000, business $208,000,- Opportunity to purchase a lifestyle business with residence at low cost.,Call for details or to arrange an inspection. ",69639, 5 days ago.,5,0,1,3, 3,3.0,0," ,
                        ",0,0,"No,",658000, 3784643,53411,"Westlake Management Rights
              ",," 
                       ",450000,https://www.TheOnsiteManager.com.au/permanent-management-rights/westlake-QLD-3784643
"Brookwater,", Management Rights Sales,"Mark English,Mark English","12 years,","18 years,","25 years,"," Swimming pool, BBQ, Cable TV, CCTV, Broadband, Wi-Fi
                       ","Permanent Management Rights at Championship Golf Course,- Brisbane management rights for sale,- An ideal business for the keen golfer,- Exclusive gated community with direct access to golf course,- 25 Luxury homes fronting the 12th hole of the Greg Norman designed championship golf course,- 7 villas in the letting pool with more to come,- Stage 1 & 2 completed with the 3rd stage now under construction, so income will grow,- Additional caretaking of adjoining property and extra income,- Large wet edge pool with pavilion and BBQ facilities,- Managed by one person with office attached to residence and no set office hours,- Triton ute, ride on mower and gardening equipment included,- Luxury managers residence with 3 bedrooms, 2 bathrooms and many extras,This permanent management rights business offers a perfect blend of lifestyle and income with easy access to everything that living here has to offer, including the Greg Norman Championship Golf Course. Managed by one person and suitable for the semi-retired golfer or a couple, where one person wishes to work outside the business.,Net Profit: $77,000,(as provided by the vendor),Asking Price: $910,000,(Inclusive of managers real estate),For further information or to arrange an inspection of this Brisbane management rights business for sale contact:,Mark English,Servicing QLD ",77000, 1 week ago.,11,0,2,3, 2,7.9,1," No set office hours,
                        ",2,16,"Yes,",910000, 3879090,66273,"A GOLFERS PARADISE : MANAGEMENT RIGHTS SALES - ID 8872
              ",26," Architecturally designed luxury villa, Open plan living, Alfresco patio, Overlooks infinity pool, Surrounded by native landscaped gardens
                       ",300000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Brookwater-QLD-3879090
"West End,", Management Rights Sales,"Mark English,Mark English","11 years,","24 years,","25 years,"," Swimming pool, BBQ, Security parking, Gym
                       ","OPULENCE AND LUXURY AWAIT YOU AT THE MUCH SOUGHT AFTER ADDRESS,- Brisbane management rights for sale,- Long agreements and no set office hours,- Minimal gardening with majority being maintained by owners,- Proactive and supportive committee,- Luxurious managers residence,- Facilities include pool, gym, BBQ and tropical landscaped gardens,On offer is a management rights business that combines opulent city living with a flexible workload.,You are bound to fall in love with the quality and lifestyle of this riverfront location in trendy West End, so dont miss this opportunity to arrange an inspection!,Net Profit: $273,500,Asking Price: $2,150,000,(Inclusive of managers real estate),For further information or to arrange an inspection of this Brisbane management rights business for sale contact:,Listing Broker,Mark English,Servicing QLD ",273500, 2 months ago.,37,0,2,2, 1,5.3,1," No set office hours,
                        ",2,71,"Yes,",2150000, 3879191,163283,"PERMANENT MANAGEMENT RIGHTS COMPLEX IN EXCLUSIVE WEST END - ID 8863
              ",110," Air conditioning, Security, Outdoor entertaining area on the ground floor
                       ",700000,https://www.TheOnsiteManager.com.au/permanent-management-rights/WestEnd-QLD-3879191
"WEST END,", Raas Group,"Robert Collins,Robert Collins","0 years,","25 years,","25 years,"," 
                       ","What a great Management Right,$300,000 income,Don't have to live on site,Don't have to buy the unit if you don't want to,Close to the river,Close to all amenities and services,Must be an experienced manager to buy this M R, ",300000, 3 months ago.,80,0,0,2, 0,4.6,1," ,
                        ",0,26,"Yes,",2025000, 3878140,106000,"OTP West End
              ",106," 
                       ",640000,https://www.TheOnsiteManager.com.au/permanent-management-rights/WESTEND-QLD-3878140
"Everton Hills,", Management Rights Sales,"Warren Oliver,Warren Oliver","1 years,","24 years,","25 years,"," Swimming pool, CCTV, NBN
                       ","Townhouse Management Rights  Brisbane,Management rights business for sale,- Near new complex fully tenanted,- 46 in total with 43 in the letting pool,- Managers unit is rented out at $480 per week to the end of June 2018 as there is no requirement to live onsite,- 3 & 4 bedroom townhouses with double garages,- NBN to premises,- Average 3 bedroom rent $480 per week, average 4 bedroom rent $585 per week,- Lap pool and CCTV,- Separate lockable office with no set hours,- Just 11 kms from Brisbane CBD,- Easy garden maintenance,This brilliantly presented complex is just 6 months old. The managers residence is 3 bedrooms with 2.5 bathrooms and double garage. There is no requirement to live onsite and the residence is currently rented out at $480 per week to the end of June 2018.,Net Profit: $170,000,(6 months verified actual  incl $25,000 for managers residence),Asking Price: $560,000 for the managers residence,+ offers over $650,000 for the business.,For further information or to arrange an inspection of this Brisbane management rights business for sale contact:,Listing Broker,Warren Oliver,Servicing QLD & NSW ",170000, 2 months ago.,43,0,2,3, 2,4.1,1," No set office hours,
                        ",0,3,"Yes,",NEAR NEW COMPLEX, 3879550,51750,"PERMANENT COMPLEX WITH NO REQUIREMENT TO LIVE ONSITE : MANAGEMENT RIGHTS SALES - ID 8875
              ",46," Freestanding residence, Air conditioned, No requirement to live onsite, Currently rented out at \\\\$480 per week.
                       ",560000,https://www.TheOnsiteManager.com.au/permanent-management-rights/EvertonHills-QLD-3879550
"Manly West,", Joy Realty,"Bill Li,Bill Li","0 years,","20 years,","25 years,"," 
                       ","This is Great lifestyle opportunity to achieve your dream to live in Manly West , as well, an Exciting opportunity(Management Right ) for a couple looking to supplement their existing income or semi retirement. ,Work from home in this great  Complex whilst still having the time to enjoy all that Manly to offer. The Property is close to Mayfair Shopping Center, is ideally situated for easy access to the fabulous Moreton Bay.,The managers 4 bedroom, 2 bathroom, 2 car parking space , 1 in-title office, air conditioning big-size Villa will surprise with  open plan living. Making this Management Rights Business stand out from the rest in this price category.,Unit Price $570,000.00,Management Rights $270,000.00,Total Purchase $838,000.00,Net Income $62,000,  mutilplier is 4.3 ONLY,  20.5 Years to run & 25 Years Contract term , 5 permanent lettings, Pets with Body Corporate approval, committee is friendly. ,For further information on this outstand complex please contact Bill  LI or email  ",62042, 5 days ago.,5,0,2,3, 2,4.4,1," N/A,
                        ",0,0,"No,",840000, 3879860,54293,"Great lifestyle + MR to supplement existing income
              ",42," 
                       ",570000,https://www.TheOnsiteManager.com.au/permanent-management-rights/ManlyWest-QLD-3879860
"McDowall,", Shine Realty,"Celine Tseng,Celine Tseng","0 years,","0 years,","25 years,"," 
                       ","This is a quiet and beautifully-maintained Complex. It's located in the heart of Mcdowall. Walking distance to McDowall State School, with Northside Christian College only minutes away. All other amenities are at your fingertips. Its just 9 km from the CBD. This complex is very easy to maintenance, stable business with secured income. It still has potential for growth. Call our hotline today for more information or book your inspection. ",63107, 5 months ago.,8,0,2,3, 2,3.3,0," ,
                        ",0,0,"No,",680000, 3862262,50380,"Easy to maintenance, stable business with secured income!
              ",," 
                       ",470000,https://www.TheOnsiteManager.com.au/permanent-management-rights/McDowall-QLD-3862262
"Lawnton,", Joy Realty,"Robert Lin,Robert Lin","0 years,","22 years,","25 years,"," 
                       ","This townhouse complex is located in the Northern Brisbane suburb of Lawnton. It consists of 54 town homes and villas, one of which is the designated managers residence with office.,- Opportunity to earn considerable profit and enjoy a relaxed lifestyle,- Low maintenance caretaking duties,- Spacious mangers residence,- Strong immediate rental pool,- Excellent location,only 3 mins drive to Lawnton Station,Contact Robert Lin for more information ",93021, 5 days ago.,14,0,2,3, 1,5.4,1," ,
                        ",6,33,"No,",802300, 3879089,77324,"Permanent Management Rights, Lawnton QLD
              ",54," 
                       ",300000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Lawnton-QLD-3879089
"Fortitude Valley,", Management Rights Sales,"Greg Jorgensen,Greg Jorgensen","14 years,","21 years,","25 years,"," Heated swimming pool, BBQ, Security parking, Cable TV, CCTV, Broadband and Wi-Fi, Entertainment deck
                       ","SELLER CAN PROVIDE EVIDENCE OF GOOD RENTAL DEMANDS,- Brisbane management rights for sale,- A committed to sell vendor with very realistic asking prices,- A spotless 2 level, 3 bedroom, 2 bathroom, 2 car garage town-home just off James Street,- The very functional managers office is on title and attached,- Agreements are under the 25 year accommodation module,- Modern building within walking distance to every cafe, restaurant and boutique,- No set office hours, equates to lots of free time for you to pursue other interests,- Importantly this letting business has had no vacancies in the last 12 months,- When a tenant vacates, there's a new one ready to walk in. Prime location = no vacancy,- Great monthly salary at $5,727 reviewed annually at 3% or CPI whichever is greater,- Small grounds includes a pool and BBQ deck and secure basement parking,A good solid business that is managed by one person. Around 15-20 contact hours each week. Your solution to a decently sized manager unit - no downsizing needed. A true retreat. If it's free time you are looking for, well here it is! There's time here for hobbies or another business. This is perfect for first time management rights buyer and comes with a great home.,Net Profit: $135,000,Reduced Asking Price: $1,277,500,(Inclusive of managers real estate),For further information or to arrange an inspection of this Brisbane management rights business for sale contact:,Exclusive Broker,Greg Jorgensen,Servicing QLD ",135000, 5 days ago.,22,0,2,3, 2,4.5,1," No set office hours,
                        ",3,18,"Yes,","$1,277,500 EXCLUSIVE AGENCY", 3881032,67730,"MULTIPLIER OF 4.5 & REAL ESTATE AT JUNE 2018 VALUATION - ID 8571
              ",43," Built over 2 levels, Polished timber stairs, Quality kitchen, Well maintained and presents in a very good condition
                       ",670000,https://www.TheOnsiteManager.com.au/permanent-management-rights/FortitudeValley-QLD-3881032
"TENERIFFE,", Raas Group,"Peter Sagner,Peter Sagner","0 years,","17 years,","25 years,"," 
                       ","A package deal located in the heart of Teneriffe, and, every convenience within walking distance.  This business opportunity consists of: two Prestige contiguous buildings; and the caretaking and letting of a small neighbouring building.  There is one managers' apartment required as part of the Caretaking Agreement to be purchased.  The Managers Apartment price $700,000 and business package price $1,584,000.  Included with the generous incomes from the contiguous Management  Rights buildings is the caretaking income of $15,000  plus letting fees from the small neigbouring building.  A second apartment is available for sale at $650,000, however, it is not included in the Total Package Price $2,284,000.,Aesthetics and environment coalesce, the garden construction and careful design incorporating drought tolerant species .  The effect merging the solid surfaces of the buildings with the backdrop of the natural park-space behind the residences.  The outcome: spectacular presentation; a low mainteneance gardening schedule; and light cleaning applications to maintain the high standard appearance of the complexes.  ,This is a genuine opportunity for the ""savy"" business operator willing to provide the full suite of services to this community of owners.  There are no prescribed office hours.,For a business memorandum contact your RAAS Joint Listing Brokers:,Peter Sagner ,Mobile ,e-mail  ,Jim Prentice,Mobile ,e-mail , ",303000, 2 months ago.,54,0,0,2, 0,5.2,1," ,
                        ",0,0,"Yes,",2284000, 3880729,192,"Salary Review: the greater of CPI or 5% on $177 925.
              ",98," 
                       ",700000,https://www.TheOnsiteManager.com.au/permanent-management-rights/TENERIFFE-QLD-3880729
"SHAILER PARK,", Raas Group,"Peter Sagner,Peter Sagner","0 years,","0 years,","8 years,"," 
                       ","All the hard work is done.  Easily managed by one person, the Manager Must Live On Site.  Perfect for: a 'first timer'; transition to retirement; person/family with a concurrent career. This business has the advantage of no set office hours and the operational plans are existing and in place., ,Managers Unit 3 bedrooms, 2 bathrooms ,2 separate toilets, Lounge, Separate dining, Air conditioned, lock up garage with remote. Private courtyard with pergola. Bus stop at the front of the Complex and only 5 mins to Hyperdome, John Paul College, Griffith University.,Logan Hospital, Busway, Railway and M1 with 30 mins to city and 40 mins to Gold Coast., Net Income:      $60,430.,Townhouse:     $370,000.,MLR Business: $242 000.,Make offers over $610,000.  ,Contact Peter Sagner on or email  for your personal inspection of this outstanding complex., ",60431, 3 months ago.,12,0,0,3, 0,4.0,1," ,
                        ",0,34,"Yes,",612000, 3877968,43395,"Gracious Living and great business.
              ",48," 
                       ",370000,https://www.TheOnsiteManager.com.au/permanent-management-rights/SHAILERPARK-QLD-3877968
"Brisbane City,", Next International Realty Pty Ltd,"David Jiang,David Jiang","0 years,","24 years,","25 years,"," 
                       ","- Landmark tower is perfectly located in inner city suburb, offering inner city charm,Built on the tradition and heritage of iconic building, featuring the best in contemporary design and lifestyle amenities, offer a lifestyle of convenience and connectivity, just 5km from the CBD and close to public transport.,- Well established and Very well run complex, all procedures documented,Business has been run by corporate group, which is well known by operation excellence and great team.,- Long agreement 24 years left on a 25 years accommodation module,- Fantastic Body Corporate salary of $216K, with annual CPI adjustment,-CLEAN Income Page,No any income included from Repairs and Maintenance, Cleaning  Great income upsides potentials!,- Great letting income improve potential,Only 50% in letting pool, a good room potential for letting to grow for a new building,- Body Corporate very good and supportive to work with,- Modern and spacious manager residence comprises three bedrooms, two bathrooms, lounge/dining room, kitchen, laundry, patio, detached office/reception on title and large basement storage and car space on title.,- Spacious and separated office on title,Come on in and reap the rewards that this fantastic offering has to offer. This is the Goldilocks complex, offering a great lifestyle and solid business. Just Right! ",413487, 2 months ago.,,0,2,3, 2,5.9,1," As per agreements,
                        ",0,0,"No,",3289000, 3879811,216300,"Big Nett Permanent Management Rights in Inner City Suburb of Brisbane
              ",," 
                       ",850000,https://www.TheOnsiteManager.com.au/permanent-management-rights/BrisbaneCity-QLD-3879811
"Rochedale,", Management Rights Sales,"Gerard Dixon,Gerard Dixon","0 years,","25 years,","25 years,"," Pool, BBQ, Parking, CCTV
                       ","Stage One Construction Has Commenced,- 20 minutes to Brisbane CBD & 50 minutes to the Gold Coast,- Close proximity to shops, schools and public transport,- 84 units in the complex, to be built over 3 stages,- 3 bedroom managers townhouse with rear yard, 2.5 bathrooms, double lock up garage,- Office on title,- No set office hours,- Net is estimate only, based on market rental appraisal,Brand new off the plan development in a great rental area. Lots of facilities nearby and easy access to Gateway Motorway. If you are an experienced operator looking for a great off the plan development please give us a call,Net Profit: $265,000*,Asking Price: $1,644,900,(inclusive of managers real estate),* Net profit is estimated only, seek professional advice as no financials are available,For further information on this Brisbane off the plan management rights contact the listing brokers:,Gerard Dixon ,Tony Johnson  ",265000, 1 month ago.,83,0,2,3, 2,4.0,1," ,
                        ",0,1,"No,",1644900, 3881721,0,"OFF THE PLAN MANAGEMENT RIGHTS AT ROCHEDALE
              ",84," Brand new, 3 bedroom townhouse, 2.5 bathrooms, Double lock up garage, Air-conditioning, Pet permitted with Body Corporate approval
                       ",594900,https://www.TheOnsiteManager.com.au/permanent-management-rights/Rochedale-QLD-3881721
"Lawnton,", Next International Realty Pty Ltd,"David Janett,David Janett","0 years,","22 years,","25 years,"," 
                       ","This complex is popular and it's easy to see why: A durable brick build in a quiet neighbourhood; close to transport, shops, schools and more; very popular with renters and a great location.,Just 25km from Brisbane CBD and only 1km from the University Site at Petrie Mill (open to enrolment from 2020: https://www.moretonbay.qld.gov.au/themill/), Lawnton is truly a destination in demand. In close proximity to quality private and public schools, shops parks and transport, you'll want for nothing in Brisbane's newest University Suburb.,Features:,-3 Bedroom Unit,-Air conditioning,-Easy workload,-No set office hours,-Large BC salary,-22 years on agreements,-No gate,-No pool,-No Gym,-So very easy!,Ideally this complex would suit someone looking to settle on the Northside, looking for a great salary and wanting a second income.,We simply cannot think of anything negative to say about this complex. ,A great opportunity for a semi-retired couple or new entrants to the industry!! ",93021, 1 month ago.,14,0,0,3, 1,4.6,1," None,
                        ",7,0,"No,",802300, 3882344,77324,"So Very Easy !!
              ",54," 
                       ",320000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Lawnton-QLD-3882344
"Rochedale,", Next International Realty Pty Ltd,"Patrick Leou - David Janett,Patrick Leou - David Janett","0 years,","25 years,","25 years,"," 
                       ","This Off The Plan 84 townhouse development Management Rights would make the ideal new business for an experienced management rights couple looking for something bigger and looking for the opportunity to set up this business from scratch. The body corporate salary of $84,000 per year is guaranteed and will increase annually by the CPI. The commission income should be reliable considering the high rental demand in Rochedale. This suburb is close to Sunnybank and thats great news when looking for new tenants. A great location will attract great tenants. ,This project is due for completion in 2019. There will be 3 stages. First stage has started. Previous experience is a prerequisite. ,This is an exciting opportunity so isnt expected to be on the market for very long. ,Projected income $253,000,New off the plan development in Rochedale,Located close to public transport and the major highways,Great location, means lots of tenants,All units are to be targeted to investors. Income is projected on 100% in rental pool. Clawback applies to units not in the pool,Overall a great management rights in a developing area,Dont miss this exciting opportunity! ",253000, 1 month ago.,,0,2,3, 2,4.0,1," ,
                        ",0,0,"No,",1644900, 3881197,84000,"Another Quality Heran OTP
              ",84," 
                       ",595000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Rochedale-QLD-3881197
