bed,price_des,title,url,date_available,other_feature,median_rent,indoor_feature,car,outdoor_feature,bond,suburb,agent,agency,bathroom,property_type,allowance,description,price,floorplan,property_id,rental_yield,post_code,crawl_date,street_address
[3],$430 per week,Low maintenance townhouse living in an ultra-convenient locale.,https://www.realestate.com.au/property-townhouse-qld-sherwood-424745486,Available Now,,"<span class=""price""></span>","Ensuite:,1,Living Areas:,1,Toilets:,3,Built-in Wardrobes,Dishwasher,Ducted Heating,Air Conditioning",[1],"Remote Garage,Secure Parking,Garage Spaces:,1,Fully Fenced","$1,720",Sherwood,"Jaclyn Lazarou,Jonathan Najarro",Place - Graceville,[3],Townhouse,,This townhouse is positioned at the back of the complex away from the main road with easy access. Your own private courtyard fully covered for easy entertainment.,"$430,$430,",Not provided,[424745486],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",4/546 Oxley Road
[2],$345 per week,PERFECTLY PRICED - MODERN 2 BEDROOM UNIT,https://www.realestate.com.au/property-unit-qld-sherwood-424678210,Fri 26-Oct-18,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport","<span class=""price""></span>",,[1],"Secure Parking,Garage Spaces:,1,Balcony","$1,380",Sherwood,Zoe Wales,Ray White Sherwood/Graceville,[1],Unit,,This wonderful double brick unit presents low maintenance domains in a fantastic location next to Sherwood Shopping Village and within 100m to Sherwood train station and Sherwood State School. Its practical and light-infused floor plan features a generous living/dining area which adjoins the tidy kitchen. ,"$345,$345,",Not provided,[424678210],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",10/21 Skew Street
[2],$250.00,Close to Motorway - Tidy 2 Bedroom Unit!,https://www.realestate.com.au/property-unit-qld-darra-422913938,Fri 28-Sep-18,,"<span class=""price""></span>",,[1],"Garage Spaces:,1","$1,000",Darra,Melina Reardon,First National - Springfield,[1],Unit,,"Tidy unit with 2 roomy bedrooms, main with build in wardrobe, a spacious carpeted lounge room with air conditioning and renovated kitchen. Small complex with 10 units. Close to Darra Train Station, Ipswich Motorway and within walking distance to Darra State School.","$250,$250,",Not provided,[422913938],"<span class=""rate""></span>",4076,"[datetime.date(2018, 9, 26)]",6/32 Harcourt Road
[2],$400 per week,Private and very cute house!,https://www.realestate.com.au/property-house-qld-corinda-424794666,Sat 06-Oct-18,,"<span class=""price""></span>","Toilets:,1,Floorboards,Built-in Wardrobes,Dishwasher,Air Conditioning",[2],"Carport Spaces:,2,Deck","$1,600",Corinda,"Jonathan Najarro,Jaclyn Lazarou",Place - Graceville,[1],House,,Positioned in a quiet street you wouldn’t know you are so close to all amenities.,"$400,$400,",Not provided,[424794666],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",29 Oxley Tce
[2],$310 per week,FIRST FLOOR TWO BEDROOM UNIT,https://www.realestate.com.au/property-unit-qld-sherwood-424750538,Thu 04-Oct-18,"Close to Shops, Close to Transport","<span class=""price""></span>",,[1],"Garage Spaces:,1","$1,240",Sherwood,Rentals Department,Poulsen Property - Graceville,[1],Unit,,"Two bedroom unit on the first floor with balcony, one bathroom, laundry in the large storage room and one lock-up car accommodation. Short walk to shops and transport.","$310,$310,",Not provided,[424750538],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",1/57 Hood Street
[3],$350 per week,Beauty In Brentford! - 1 Week Free Rent**,https://www.realestate.com.au/property-townhouse-qld-richlands-424754170,Wed 17-Oct-18,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport","<span class=""price""></span>","Toilets:,3,Air Conditioning",[1],"Garage Spaces:,1,Swimming Pool - Inground","$1,400",Richlands,"Lyndal Morrison,Angel Plummer",Ray White Forest Lake,[2],Townhouse,,*** HOW TO INSPECT THIS HOME DETAILS BELOW ***,"$350,$350,",https://www.realestate.com.au/floorplan_new.ds?id=424754170&theme=rea.rent,[424754170],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",31/35 Brentford Road
[3],$420 per week,Cute Little Cottage in High-side Sherwood,https://www.realestate.com.au/property-house-qld-sherwood-421621206,Available Now,,"<span class=""price""></span>","Living Areas:,1,Built-in Wardrobes",[1],"Carport Spaces:,1,Deck","$1,680",Sherwood,Yvette La Burniy,BOUTIQUE PROPERTY MANAGERS,[1],House,,"Located in a leafy quiet street in Sherwood, this 3 bedroom cottage is neat and tidy and ready for someone to call it home.","$420,$420,",Not provided,[421621206],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",6 Magazine Street
[3],$400 per week,Oxley - Near Airconditioned New Townhouse,https://www.realestate.com.au/property-townhouse-qld-oxley-423346566,Mon 22-Oct-18,"Built-In Wardrobes, Close to Shops, Garden","<span class=""price""></span>","Toilets:,1,Air Conditioning",[1],"Garage Spaces:,1","$1,600",Oxley,West End Rentals,Ray White - West End,[2],Townhouse,,"This 3 bedroom, 2.5 bathroom near new townhouse is set in a resort style complex. ","$400,$400,",Not provided,[423346566],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",4/90 Jutland Street
[4],$440 / Wk,LOVELY FAMILY HOME,https://www.realestate.com.au/property-house-qld-richlands-420119518,Mon 08-Oct-18,,"<span class=""price""></span>",,[2],"Garage Spaces:,2","$1,760",Richlands,Karan Keinert,LJ Hooker - Algester,[2],House,,"Just minutes to park, Richlands train station, local shops and cafes sits this lowset brick home which features:","$440,$440,",Not provided,[420119518],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",57 Littleton Road
[3],$350.00 per week,Renovated Cottage - Large Yard,https://www.realestate.com.au/property-house-qld-oxley-424737702,Fri 12-Oct-18,,"<span class=""price""></span>",,[1],"Garage Spaces:,1","$1,400",Oxley,Melina Reardon,First National - Springfield,[1],House,,"Fall in love with the charm of this property, offering 2 bedrooms and a small sleep out to front, great space for a study, internally has had some improvements, including renovated kitchen with great storage and lots of bench space and near new carpets and paint throughout, ideal for a couple or small family.","$350,$350,",Not provided,[424737702],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",63 Englefield Road
[4],$750 Per Week,River Views Inspect Now!,https://www.realestate.com.au/property-house-qld-sherwood-424729610,Available Now,,"<span class=""price""></span>","Living Areas:,1,Toilets:,2,Floorboards,Built-in Wardrobes,Dishwasher,Air Conditioning",[2],"Secure Parking,Garage Spaces:,2,Deck,Outdoor Entertaining Area","$3,000",Sherwood,"Jonathan Najarro,Jaclyn Lazarou",Place - Graceville,[2],House,,The ultra-private home makes the most of its elevated position and serene views through a grand rear deck ideal for waterfront entertaining for your own peace of tranquility.,"$750,$750,",https://www.realestate.com.au/floorplan_new.ds?id=424729610&theme=rea.rent,[424729610],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",20 Douglas Street
[4],$840 per week,RIVER WONDERLAND,https://www.realestate.com.au/property-house-qld-chelmer-424679134,Mon 08-Oct-18,,"<span class=""price""></span>",,[2],"Carport Spaces:,2",,Chelmer,Miles Johnston,JOHNSTON DIXON - Brisbane,[2],House,,"This absolute riverfront local landmark graces a grand 1,812m2 of north-facing land with a wide 18 metre frontage to the road and river.","$840,$840,",Not provided,[424679134],"<span class=""rate""></span>",4068,"[datetime.date(2018, 9, 26)]",120 Queenscroft Street
[3],$490 per week,A Townhouse for Fantastic family living in Graceville,https://www.realestate.com.au/property-townhouse-qld-graceville-424736026,Sat 10-Nov-18,,"<span class=""price""></span>","Ensuite:,1,Living Areas:,1,Toilets:,2,Dishwasher,Air Conditioning",[2],"Secure Parking,Garage Spaces:,2,Balcony,Courtyard,Swimming Pool - Inground","$1,960",Graceville,"Jonathan Najarro,Jaclyn Lazarou",Place - Graceville,[2],Townhouse,,"Tucked away in a quiet private complex , this two storey home offers generously proportioned living areas.","$490,$490,",https://www.realestate.com.au/floorplan_new.ds?id=424736026&theme=rea.rent,[424736026],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",1/95 Strickland Terrace
[2],$360 per week,SPACIOUS THREE LEVEL TOWNHOUSE,https://www.realestate.com.au/property-unit-qld-sherwood-424733854,Fri 26-Oct-18,,"<span class=""price""></span>",,[1],"Garage Spaces:,1","$1,440",Sherwood,Zoe Wales,Ray White Sherwood/Graceville,[1],Unit,,"Conveniently located in a quiet street, mid-way between Corinda and Sherwood shopping centres this three level townhouse has a lot to offer. ","$360,$360,",Not provided,[424733854],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",1/22 Mayhew Street
[3],$320 per week,LOW MAINTENANCE LIVING CLOSE TO ALL AMENITIES,https://www.realestate.com.au/property-house-qld-inala-424783442,Mon 01-Oct-18,"Close to Schools, Close to Shops, Close to Transport","<span class=""price""></span>",,[1],"Garage Spaces:,1","$1,280",Inala,Simon Le,Ray White Forest Lake,[1],House,,**HOW TO INSPECT THE HOME DETAILS BELOW** ,"$320,$320,",https://www.realestate.com.au/floorplan_new.ds?id=424783442&theme=rea.rent,[424783442],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",54 Aldebaran Street
[3],$395 per week,Family Home in Quiet Street with Large Backyard,https://www.realestate.com.au/property-house-qld-riverhills-418493518,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden","<span class=""price""></span>","Toilets:,1",[2],"Carport Spaces:,2","$1,580",Riverhills,"Satvir Nassar,Lauren Matbouly",Brisbane Real Estate - Indooroopilly,[1],House,Pet Friendly,"This neat and tidy family home is located in a quiet street walking distance to schools, daycare and city bus. Short drive to Middle Park shops and Mt Ommaney shopping centre. ","$395,$395,",Not provided,[418493518],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",5 Miena Close
[5],"$1,500 per week",Amazing opportunity to secure prime riverfront location,https://www.realestate.com.au/property-house-qld-chelmer-419327482,Thu 25-Oct-18,,"<span class=""price""></span>","Ensuite:,3,Floorboards,Built-in Wardrobes,Dishwasher,Rumpus Room,Air Conditioning",[6],"Remote Garage,Secure Parking,Garage Spaces:,3,Open Car Spaces:,3,Balcony,Deck,Fully Fenced,Swimming Pool - Inground","$6,000",Chelmer,Summer Finlay,Premium Residential,[5],House,Pet Friendly,"An idyllic lifestyle on the Brisbane River, providing direct access to all the river activities with a jetty. ","$1,500,$1,500,",Not provided,[419327482],"<span class=""rate""></span>",4068,"[datetime.date(2018, 9, 26)]",47 Sutton Street
[2],$320 per week,LIFESTYLE AND LOCATION,https://www.realestate.com.au/property-unit-qld-graceville-424779722,Wed 07-Nov-18,,"<span class=""price""></span>",,[1],"Garage Spaces:,1","$1,280",Graceville,Zoe Wales,Ray White Sherwood/Graceville,[1],Unit,,This super trendy unit is being offered for rent in one of the most tightly held locations in Graceville. ,"$320,$320,",Not provided,[424779722],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",4/225 Oxley Road
[4],$850 per week,Modern splendour in sought after Graceville Corridor,https://www.realestate.com.au/property-house-qld-graceville-424619418,Thu 04-Oct-18,,"<span class=""price""></span>","Workshop,Floorboards,Built-in Wardrobes,Dishwasher,Ducted Heating,Ducted Cooling,Air Conditioning",[2],"Remote Garage,Secure Parking,Garage Spaces:,1,Open Car Spaces:,1,Balcony,Deck,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground","$3,400",Graceville,Property Management Department,Belle Property - Sherwood,[2],House,,This home in the highly sought after Graceville Corridor has all the modern conveniences that one would like.,"$850,$850,",https://www.realestate.com.au/floorplan_new.ds?id=424619418&theme=rea.rent,[424619418],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",20 Randolph Street
[3],$400 Per Week,Fantastic Position!,https://www.realestate.com.au/property-house-qld-oxley-424784614,Thu 18-Oct-18,,"<span class=""price""></span>","Living Areas:,1,Toilets:,1,Floorboards,Built-in Wardrobes,Dishwasher",[3],"Garage Spaces:,2,Open Car Spaces:,1,Deck","$1,600",Oxley,"Jonathan Najarro,Jaclyn Lazarou",Place - Graceville,[1],House,,A fantastic property and all ready for you to enjoy. ,"$400,$400,",Not provided,[424784614],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",45 Cook Street
[2],$530 per week,BRAND NEW - ARCHITECTURALLY DESIGNED,https://www.realestate.com.au/property-townhouse-qld-sherwood-423217858,Thu 11-Oct-18,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport","<span class=""price""></span>","Toilets:,2,Alarm System,Floorboards,Air Conditioning",[1],"Secure Parking,Garage Spaces:,1,Balcony","$2,120",Sherwood,Zoe Wales,Ray White Sherwood/Graceville,[2],Townhouse,,"This brand new architecturally designed Villa is an absolute pleasure to walk into. It is a lifestyle property set among a blue ribbon river precinct area, within meters of the river and Sherwood Arboretum, but still only walking distance to CBD trains, transport, shops, cafes and restaurants.","$530,$530,",https://www.realestate.com.au/floorplan_new.ds?id=423217858&theme=rea.rent,[423217858],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",11/39 Magazine Street
[2],$250 per week,Breezey Apartment By The River,https://www.realestate.com.au/property-unit-qld-graceville-405181264,Available Now,,"<span class=""price""></span>","Toilets:,1",[1],"Carport Spaces:,1","$1,000",Graceville,Place Annerley Rentals,Place - Annerley,[1],Unit,,"Excellent value unit, renovated and excellent location.","$250,$250,",Not provided,[405181264],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",1/112 White Street
[3],$315.00 per week,Within walking distance to Glenala Road School - Ensuite Bathroom!,https://www.realestate.com.au/property-house-qld-inala-424670598,Fri 28-Sep-18,,"<span class=""price""></span>",,[1],"Garage Spaces:,1","$1,260",Inala,Melina Reardon,First National - Springfield,[2],House,,"Introducing this tidy home, inside and out, offering 3 large bedrooms, main with ensuite bathroom, lovely polished timber flooring throughout and kitchen and bathroom have been renovated. Within walking distance to Glenala Road School or a short drive to local shops, public transport and Inala Civic Center.","$315,$315,",Not provided,[424670598],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",130 Crocus Street
[2],$390 per week,MODERN SHERWOOD LIVING,https://www.realestate.com.au/property-apartment-qld-sherwood-422445918,Tue 23-Oct-18,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport","<span class=""price""></span>",Air Conditioning,[1],"Secure Parking,Garage Spaces:,1,Balcony","$1,560",Sherwood,Rentals Department,Poulsen Property - Graceville,[2],Apartment,,"South-facing, spacious two-bedroom, two-bathroom apartment offering quiet/private living in Sherwood. This apartment is located on the fourth level of 'Verandah on Sherwood', a recently completed five-level boutique complex in the heart of Sherwood. It is positioned in very close proximity to highly regarded schools, great retail shops and cafes, fabulous restaurants and the convenience of bus/rail transport.","$390,$390,",https://www.realestate.com.au/floorplan_new.ds?id=422445918&theme=rea.rent,[422445918],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",301/564 Sherwood Road
[5],"$1,195 per week",PRESTIGIOUS RESIDENCE IN HIGHSIDE POSITION,https://www.realestate.com.au/property-house-qld-corinda-424641186,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden","<span class=""price""></span>","Floorboards,Air Conditioning",[2],"Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground","$4,780",Corinda,"Melinda Beckinsale,Zoe Wales",Ray White Sherwood/Graceville,[4],House,Pet Friendly,Maximising every inch of its low maintenance block this prestigious home boasts living and entertaining zones to accommodate even the largest of families. ,"$1,195,$1,195,",https://www.realestate.com.au/floorplan_new.ds?id=424641186&theme=rea.rent,[424641186],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",16 Oxley Terrace
[2],$420-440pw MOVE IN NOW,Everyone Gets A Bathroom,https://www.realestate.com.au/property-apartment-qld-oxley-424659734,Available Now,,"<span class=""price""></span>","Built-in Wardrobes,Dishwasher,Split-system Air Conditioning",[1],"Carport Spaces:,1,Balcony","$1,760",Oxley,Michelle Pedersen,My Pad Real Estate.com,[2],Apartment,,Move in within 24 hours of approval,"$420,$420,",Not provided,[424659734],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",104/61 Ellen Street
