title,price,url,indoor_feature,bed,description,car,median_rent,other_feature,post_code,property_type,property_id,bond,rental_yield,crawl_date,price_des,street_address,agency,bathroom,suburb,floorplan,agent,date_available,outdoor_feature
SPACIOUS THREE LEVEL TOWNHOUSE,"$360,$360,",https://www.realestate.com.au/property-unit-qld-sherwood-424733854,,[2],"Conveniently located in a quiet street, mid-way between Corinda and Sherwood shopping centres this three level townhouse has a lot to offer. ",[1],"<span class=""price""></span>",,4075,Unit,[424733854],"$1,440","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$360 per week,1/22 Mayhew Street,Ray White Sherwood/Graceville,[1],Sherwood,Not provided,Zoe Wales,Fri 26-Oct-18,"Garage Spaces:,1"
MODERN SHERWOOD LIVING,"$390,$390,",https://www.realestate.com.au/property-apartment-qld-sherwood-422445918,Air Conditioning,[2],"South-facing, spacious two-bedroom, two-bathroom apartment offering quiet/private living in Sherwood. This apartment is located on the fourth level of 'Verandah on Sherwood', a recently completed five-level boutique complex in the heart of Sherwood. It is positioned in very close proximity to highly regarded schools, great retail shops and cafes, fabulous restaurants and the convenience of bus/rail transport.",[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",4075,Apartment,[422445918],"$1,560","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$390 per week,301/564 Sherwood Road,Poulsen Property - Graceville,[2],Sherwood,https://www.realestate.com.au/floorplan_new.ds?id=422445918&theme=rea.rent,Rentals Department,Tue 23-Oct-18,"Secure Parking,Garage Spaces:,1,Balcony"
Oxley - Near Airconditioned New Townhouse,"$400,$400,",https://www.realestate.com.au/property-townhouse-qld-oxley-423346566,"Toilets:,1,Air Conditioning",[3],"This 3 bedroom, 2.5 bathroom near new townhouse is set in a resort style complex. ",[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Shops, Garden",4075,Townhouse,[423346566],"$1,600","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$400 per week,4/90 Jutland Street,Ray White - West End,[2],Oxley,Not provided,West End Rentals,Mon 22-Oct-18,"Garage Spaces:,1"
A Townhouse for Fantastic family living in Graceville,"$490,$490,",https://www.realestate.com.au/property-townhouse-qld-graceville-424736026,"Ensuite:,1,Living Areas:,1,Toilets:,2,Dishwasher,Air Conditioning",[3],"Tucked away in a quiet private complex , this two storey home offers generously proportioned living areas.",[2],"<span class=""price""></span>",,4075,Townhouse,[424736026],"$1,960","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$490 per week,1/95 Strickland Terrace,Place - Graceville,[2],Graceville,https://www.realestate.com.au/floorplan_new.ds?id=424736026&theme=rea.rent,"Jonathan Najarro,Jaclyn Lazarou",Sat 10-Nov-18,"Secure Parking,Garage Spaces:,2,Balcony,Courtyard,Swimming Pool - Inground"
Renovated Cottage - Large Yard,"$350,$350,,00,00,",https://www.realestate.com.au/property-house-qld-oxley-424737702,,[3],"Fall in love with the charm of this property, offering 2 bedrooms and a small sleep out to front, great space for a study, internally has had some improvements, including renovated kitchen with great storage and lots of bench space and near new carpets and paint throughout, ideal for a couple or small family.",[1],"<span class=""price""></span>",,4075,House,[424737702],"$1,400","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$350.00 per week,63 Englefield Road,First National - Springfield,[1],Oxley,Not provided,Melina Reardon,Fri 12-Oct-18,"Garage Spaces:,1"
River Views Inspect Now!,"$750,$750,",https://www.realestate.com.au/property-house-qld-sherwood-424729610,"Living Areas:,1,Toilets:,2,Floorboards,Built-in Wardrobes,Dishwasher,Air Conditioning",[4],The ultra-private home makes the most of its elevated position and serene views through a grand rear deck ideal for waterfront entertaining for your own peace of tranquility.,[2],"<span class=""price""></span>",,4075,House,[424729610],"$3,000","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$750 Per Week,20 Douglas Street,Place - Graceville,[2],Sherwood,https://www.realestate.com.au/floorplan_new.ds?id=424729610&theme=rea.rent,"Jonathan Najarro,Jaclyn Lazarou",Available Now,"Secure Parking,Garage Spaces:,2,Deck,Outdoor Entertaining Area"
LOVELY FAMILY HOME,"$440,$440,",https://www.realestate.com.au/property-house-qld-richlands-420119518,,[4],"Just minutes to park, Richlands train station, local shops and cafes sits this lowset brick home which features:",[2],"<span class=""price""></span>",,4077,House,[420119518],"$1,760","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$440 / Wk,57 Littleton Road,LJ Hooker - Algester,[2],Richlands,Not provided,Karan Keinert,Mon 08-Oct-18,"Garage Spaces:,2"
Grand Design with River Views,"$950,$950,",https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424738962,,[5],"The grandest of living spaces awaits you at 273 Kenmore Road. With a complete renovation of the kitchen, bathrooms and floors you'll be delighted by the possibilities this property affords.",[3],"<span class=""price""></span>",,4069,House,[424738962],"$3,800","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$950,273 Kenmore Road,Ray White Indooroopilly - INDOOROOPILLY,[3],Fig Tree Pocket,Not provided,Rentals Indooroopilly,Mon 08-Oct-18,"Garage Spaces:,3"
Low maintenance townhouse living in an ultra-convenient locale.,"$430,$430,",https://www.realestate.com.au/property-townhouse-qld-sherwood-424745486,"Ensuite:,1,Living Areas:,1,Toilets:,3,Built-in Wardrobes,Dishwasher,Ducted Heating,Air Conditioning",[3],This townhouse is positioned at the back of the complex away from the main road with easy access. Your own private courtyard fully covered for easy entertainment.,[1],"<span class=""price""></span>",,4075,Townhouse,[424745486],"$1,720","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$430 per week,4/546 Oxley Road,Place - Graceville,[3],Sherwood,Not provided,"Jaclyn Lazarou,Jonathan Najarro",Available Now,"Remote Garage,Secure Parking,Garage Spaces:,1,Fully Fenced"
Beauty In Brentford! - 1 Week Free Rent**,"$350,$350,",https://www.realestate.com.au/property-townhouse-qld-richlands-424754170,"Toilets:,3,Air Conditioning",[3],*** HOW TO INSPECT THIS HOME DETAILS BELOW ***,[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",4077,Townhouse,[424754170],"$1,400","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$350 per week,31/35 Brentford Road,Ray White Forest Lake,[2],Richlands,https://www.realestate.com.au/floorplan_new.ds?id=424754170&theme=rea.rent,"Lyndal Morrison,Angel Plummer",Wed 17-Oct-18,"Garage Spaces:,1,Swimming Pool - Inground"
Close to Motorway - Tidy 2 Bedroom Unit!,"$250,$250,,00,00,",https://www.realestate.com.au/property-unit-qld-darra-422913938,,[2],"Tidy unit with 2 roomy bedrooms, main with build in wardrobe, a spacious carpeted lounge room with air conditioning and renovated kitchen. Small complex with 10 units. Close to Darra Train Station, Ipswich Motorway and within walking distance to Darra State School.",[1],"<span class=""price""></span>",,4076,Unit,[422913938],"$1,000","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$250.00,6/32 Harcourt Road,First National - Springfield,[1],Darra,Not provided,Melina Reardon,Fri 28-Sep-18,"Garage Spaces:,1"
FIRST FLOOR TWO BEDROOM UNIT,"$310,$310,",https://www.realestate.com.au/property-unit-qld-sherwood-424750538,,[2],"Two bedroom unit on the first floor with balcony, one bathroom, laundry in the large storage room and one lock-up car accommodation. Short walk to shops and transport.",[1],"<span class=""price""></span>","Close to Shops, Close to Transport",4075,Unit,[424750538],"$1,240","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$310 per week,1/57 Hood Street,Poulsen Property - Graceville,[1],Sherwood,Not provided,Rentals Department,Thu 04-Oct-18,"Garage Spaces:,1"
"Fresh Paint, Polished Floors and Fabulous Position.","$530,$530,",https://www.realestate.com.au/property-house-qld-sherwood-424761106,"Toilets:,1,Floorboards,Air Conditioning",[4],"This larger than it looks home offers great 1960's architecture including high ceilings, large casement windows, mezzanine hallway, hardwood polished floors and a welcoming front porch. Neatly presented with fresh modern paint, ceilings fans, screens and newly polished floors throughout.",[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",4075,House,[424761106],"$2,120","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$530 per week,44 Chancellor Street,Ray White Sherwood/Graceville,[1],Sherwood,Not provided,"Melinda Beckinsale,Zoe Wales",Thu 27-Sep-18,"Secure Parking,Garage Spaces:,2,Balcony"
PERFECTLY PRICED - MODERN 2 BEDROOM UNIT,"$345,$345,",https://www.realestate.com.au/property-unit-qld-sherwood-424678210,,[2],This wonderful double brick unit presents low maintenance domains in a fantastic location next to Sherwood Shopping Village and within 100m to Sherwood train station and Sherwood State School. Its practical and light-infused floor plan features a generous living/dining area which adjoins the tidy kitchen. ,[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",4075,Unit,[424678210],"$1,380","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$345 per week,10/21 Skew Street,Ray White Sherwood/Graceville,[1],Sherwood,Not provided,Zoe Wales,Fri 26-Oct-18,"Secure Parking,Garage Spaces:,1,Balcony"
Cute Little Cottage in High-side Sherwood,"$420,$420,",https://www.realestate.com.au/property-house-qld-sherwood-421621206,"Living Areas:,1,Built-in Wardrobes",[3],"Located in a leafy quiet street in Sherwood, this 3 bedroom cottage is neat and tidy and ready for someone to call it home.",[1],"<span class=""price""></span>",,4075,House,[421621206],"$1,680","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$420 per week,6 Magazine Street,BOUTIQUE PROPERTY MANAGERS,[1],Sherwood,Not provided,Yvette La Burniy,Available Now,"Carport Spaces:,1,Deck"
Meticulously presented townhouse a Rare find in Sherwood.,"$575,$575,",https://www.realestate.com.au/property-townhouse-qld-sherwood-424610374,"Ensuite:,1,Living Areas:,1,Toilets:,3,Broadband Internet Available,Built-in Wardrobes,Dishwasher,Air Conditioning",[4],"This luxury two-storey townhouse offers contemporary apartment living, located within a small complex, walking distance to Sherwood and Corinda villages, train stations, shops and schools. ",[1],"<span class=""price""></span>",,4075,Townhouse,[424610374],"$2,300","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$575 per week,2/27 Jerrold Street,Place - Graceville,[2],Sherwood,https://www.realestate.com.au/floorplan_new.ds?id=424610374&theme=rea.rent,"Jaclyn Lazarou,Jonathan Najarro",Available Now,"Remote Garage,Secure Parking,Garage Spaces:,1,Deck,Courtyard,Outdoor Entertaining Area,Fully Fenced"
BRAND NEW - ARCHITECTURALLY DESIGNED,"$530,$530,",https://www.realestate.com.au/property-townhouse-qld-sherwood-423217858,"Toilets:,2,Alarm System,Floorboards,Air Conditioning",[2],"This brand new architecturally designed Villa is an absolute pleasure to walk into. It is a lifestyle property set among a blue ribbon river precinct area, within meters of the river and Sherwood Arboretum, but still only walking distance to CBD trains, transport, shops, cafes and restaurants.",[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",4075,Townhouse,[423217858],"$2,120","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$530 per week,11/39 Magazine Street,Ray White Sherwood/Graceville,[2],Sherwood,https://www.realestate.com.au/floorplan_new.ds?id=423217858&theme=rea.rent,Zoe Wales,Thu 11-Oct-18,"Secure Parking,Garage Spaces:,1,Balcony"
Modern splendour in sought after Graceville Corridor,"$850,$850,",https://www.realestate.com.au/property-house-qld-graceville-424619418,"Workshop,Floorboards,Built-in Wardrobes,Dishwasher,Ducted Heating,Ducted Cooling,Air Conditioning",[4],This home in the highly sought after Graceville Corridor has all the modern conveniences that one would like.,[2],"<span class=""price""></span>",,4075,House,[424619418],"$3,400","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$850 per week,20 Randolph Street,Belle Property - Sherwood,[2],Graceville,https://www.realestate.com.au/floorplan_new.ds?id=424619418&theme=rea.rent,Property Management Department,Thu 04-Oct-18,"Remote Garage,Secure Parking,Garage Spaces:,1,Open Car Spaces:,1,Balcony,Deck,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground"
Everyone Gets A Bathroom,"$420,$420,,440,440,",https://www.realestate.com.au/property-apartment-qld-oxley-424659734,"Built-in Wardrobes,Dishwasher,Split-system Air Conditioning",[2],Move in within 24 hours of approval,[1],"<span class=""price""></span>",,4075,Apartment,[424659734],"$1,760","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$420-440pw MOVE IN NOW,104/61 Ellen Street,My Pad Real Estate.com,[2],Oxley,Not provided,Michelle Pedersen,Available Now,"Carport Spaces:,1,Balcony"
Within walking distance to Glenala Road School - Ensuite Bathroom!,"$315,$315,,00,00,",https://www.realestate.com.au/property-house-qld-inala-424670598,,[3],"Introducing this tidy home, inside and out, offering 3 large bedrooms, main with ensuite bathroom, lovely polished timber flooring throughout and kitchen and bathroom have been renovated. Within walking distance to Glenala Road School or a short drive to local shops, public transport and Inala Civic Center.",[1],"<span class=""price""></span>",,4077,House,[424670598],"$1,260","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$315.00 per week,130 Crocus Street,First National - Springfield,[2],Inala,Not provided,Melina Reardon,Fri 28-Sep-18,"Garage Spaces:,1"
Breezey Apartment By The River,"$250,$250,",https://www.realestate.com.au/property-unit-qld-graceville-405181264,"Toilets:,1",[2],"Excellent value unit, renovated and excellent location.",[1],"<span class=""price""></span>",,4075,Unit,[405181264],"$1,000","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$250 per week,1/112 White Street,Place - Annerley,[1],Graceville,Not provided,Place Annerley Rentals,Available Now,"Carport Spaces:,1"
PRESTIGIOUS RESIDENCE IN HIGHSIDE POSITION,"$1,195,$1,195,",https://www.realestate.com.au/property-house-qld-corinda-424641186,"Floorboards,Air Conditioning",[5],Maximising every inch of its low maintenance block this prestigious home boasts living and entertaining zones to accommodate even the largest of families. ,[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",4075,House,[424641186],"$4,780","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]","$1,195 per week",16 Oxley Terrace,Ray White Sherwood/Graceville,[4],Corinda,https://www.realestate.com.au/floorplan_new.ds?id=424641186&theme=rea.rent,"Melinda Beckinsale,Zoe Wales",Available Now,"Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground"
"AVAILABLE NOW, ALL YOURS","$385,$385,",https://www.realestate.com.au/property-unit-qld-sherwood-424687362,"Toilets:,2,Air Conditioning",[2],"Showcasing plenty of sunlight and breezes throughout, this never-been-lived-in apartment is located in the highly regarded blue ribbon suburb of Sherwood.",[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",4075,Unit,[424687362],"$1,540","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$385 per week,203/60 Hood Street,Ray White Sherwood/Graceville,[2],Sherwood,https://www.realestate.com.au/floorplan_new.ds?id=424687362&theme=rea.rent,Zoe Wales,Available Now,"Garage Spaces:,1,Balcony"
Dual Living in Darra!,"$450,$450,",https://www.realestate.com.au/property-house-qld-darra-424689066,"Toilets:,2,Dishwasher,Air Conditioning",[5],"Perfect for the whole family with plenty of space for everyone on this 1,037 m2 block.",,"<span class=""price""></span>",,4076,House,[424689066],"$1,800","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$450 Weekly - Dual Living,2661 Ipswich Road,Coronis - FOREST LAKE,[2],Darra,Not provided,"Maya Yada,Kahlee Hassan",Fri 28-Sep-18,Fully Fenced
Location and Affordability is the Key!!!,"$310,$310,",https://www.realestate.com.au/property-unit-qld-corinda-424678630,Built-in Wardrobes,[2],This neatly presented unit is in the heart of it all! ,[1],"<span class=""price""></span>",,4075,Unit,[424678630],"$1,240","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$310 per week,5/58 Nelson Street,BOUTIQUE PROPERTY MANAGERS,[1],Corinda,Not provided,Yvette La Burniy,Available Now,"Secure Parking,Garage Spaces:,1"
GOOD FAMILY HOME IN GREAT LOCATION,"$410,$410,",https://www.realestate.com.au/property-house-qld-riverhills-422316318,"Built-in Wardrobes,Pay TV Access,Dishwasher,Air Conditioning",[4],Positioned on fully fenced level parcel in Riverhills is this family home in a quiet cal-de-sac is available on now. ,[2],"<span class=""price""></span>",,4074,House,[422316318],"$1,640","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$410 PER WEEK,9 Trephina Close,RE/MAX Ignite - RIVERHILLS,[2],Riverhills,Not provided,"Adam Workman,Katy Lightwood",Mon 01-Oct-18,"Garage Spaces:,2,Fully Fenced"
